parameter,rhat,experiment,condition,model_name
"r_participant[139,condpresent]",0.9999579503683508,exp2,payoff,contrast
"r_participant[140,condpresent]",1.0001116188787602,exp2,payoff,contrast
"r_participant[141,condpresent]",1.0001542522040452,exp2,payoff,contrast
"r_participant[142,condpresent]",1.0000914975999706,exp2,payoff,contrast
"r_participant[143,condpresent]",1.0000719630418757,exp2,payoff,contrast
"r_participant[145,condpresent]",1.0002470135952395,exp2,payoff,contrast
"r_participant[146,condpresent]",1.0002095231885744,exp2,payoff,contrast
"r_participant[147,condpresent]",1.0000040400457644,exp2,payoff,contrast
"r_participant[148,condpresent]",1.0001764008766458,exp2,payoff,contrast
"r_participant[149,condpresent]",1.0000743136124761,exp2,payoff,contrast
"r_participant[150,condpresent]",1.00013569510135,exp2,payoff,contrast
"r_participant[151,condpresent]",0.9999735253783535,exp2,payoff,contrast
"r_participant[152,condpresent]",1.0001353040358487,exp2,payoff,contrast
"r_participant[153,condpresent]",0.9999984358151205,exp2,payoff,contrast
"r_participant[154,condpresent]",1.000114001986743,exp2,payoff,contrast
"r_participant[155,condpresent]",1.0000760317311501,exp2,payoff,contrast
"r_participant[157,condpresent]",1.0000084827724949,exp2,payoff,contrast
"r_participant[158,condpresent]",0.9999972623198966,exp2,payoff,contrast
"r_participant[159,condpresent]",0.9999483077855511,exp2,payoff,contrast
"r_participant[160,condpresent]",1.0000092135584702,exp2,payoff,contrast
"r_participant[161,condpresent]",1.0001990714416005,exp2,payoff,contrast
"r_participant[162,condpresent]",1.0001576999887716,exp2,payoff,contrast
"r_participant[163,condpresent]",1.0000448514274383,exp2,payoff,contrast
"r_participant[164,condpresent]",1.0000727891674799,exp2,payoff,contrast
"r_participant[165,condpresent]",1.000106151986677,exp2,payoff,contrast
"r_participant[166,condpresent]",1.0000416884256254,exp2,payoff,contrast
"r_participant[167,condpresent]",1.0002398318596115,exp2,payoff,contrast
"r_participant[168,condpresent]",1.000037028647757,exp2,payoff,contrast
"r_participant__hu[116,Intercept]",1.000939463954973,exp2,payoff,contrast
"r_participant__hu[117,Intercept]",1.0009513617287131,exp2,payoff,contrast
"r_participant__hu[118,Intercept]",1.0010289078722425,exp2,payoff,contrast
"r_participant__hu[119,Intercept]",1.000839688328475,exp2,payoff,contrast
"r_participant__hu[120,Intercept]",1.0010685467955382,exp2,payoff,contrast
"r_participant__hu[121,Intercept]",1.000761838193048,exp2,payoff,contrast
"r_participant__hu[122,Intercept]",1.000755691215628,exp2,payoff,contrast
"r_participant__hu[123,Intercept]",1.0006697058718748,exp2,payoff,contrast
"r_participant__hu[124,Intercept]",1.0009995515897931,exp2,payoff,contrast
"r_participant__hu[126,Intercept]",1.0007969470228943,exp2,payoff,contrast
"r_participant__hu[127,Intercept]",1.0007970772111525,exp2,payoff,contrast
"r_participant__hu[128,Intercept]",1.0007200923783401,exp2,payoff,contrast
"r_participant__hu[129,Intercept]",1.0009204994377612,exp2,payoff,contrast
"r_participant__hu[130,Intercept]",1.0007377843626037,exp2,payoff,contrast
"r_participant__hu[131,Intercept]",1.0010433099818983,exp2,payoff,contrast
"r_participant__hu[132,Intercept]",1.0007669201350982,exp2,payoff,contrast
"r_participant__hu[133,Intercept]",1.0008056213561947,exp2,payoff,contrast
"r_participant__hu[134,Intercept]",1.000967942030184,exp2,payoff,contrast
"r_participant__hu[135,Intercept]",1.000950346007836,exp2,payoff,contrast
"r_participant__hu[136,Intercept]",1.0012146270542734,exp2,payoff,contrast
"r_participant__hu[137,Intercept]",1.0008651763814949,exp2,payoff,contrast
"r_participant__hu[138,Intercept]",1.0010392688456757,exp2,payoff,contrast
"r_participant__hu[139,Intercept]",1.000776511196769,exp2,payoff,contrast
"r_participant__hu[140,Intercept]",1.0008492949881598,exp2,payoff,contrast
"r_participant__hu[141,Intercept]",1.0007541507372488,exp2,payoff,contrast
"r_participant__hu[142,Intercept]",1.0006755517563612,exp2,payoff,contrast
"r_participant__hu[143,Intercept]",1.0007467867879194,exp2,payoff,contrast
"r_participant__hu[145,Intercept]",1.0006957519357076,exp2,payoff,contrast
"r_participant__hu[146,Intercept]",1.0007156218077944,exp2,payoff,contrast
"r_participant__hu[147,Intercept]",1.0010912751652061,exp2,payoff,contrast
"r_participant__hu[148,Intercept]",1.0008022539317332,exp2,payoff,contrast
"r_participant__hu[149,Intercept]",1.0009331044499625,exp2,payoff,contrast
"r_participant__hu[150,Intercept]",1.0007828439297985,exp2,payoff,contrast
"r_participant__hu[151,Intercept]",1.0007092970254632,exp2,payoff,contrast
"r_participant__hu[152,Intercept]",1.0009373323566813,exp2,payoff,contrast
"r_participant__hu[153,Intercept]",1.0007841938807505,exp2,payoff,contrast
"r_participant__hu[154,Intercept]",1.001132963893095,exp2,payoff,contrast
"r_participant__hu[155,Intercept]",1.0005813694735055,exp2,payoff,contrast
"r_participant__hu[157,Intercept]",1.0010100451517028,exp2,payoff,contrast
"r_participant__hu[158,Intercept]",1.0007747391413822,exp2,payoff,contrast
"r_participant__hu[159,Intercept]",1.0012669639254412,exp2,payoff,contrast
"r_participant__hu[160,Intercept]",1.0007767531119305,exp2,payoff,contrast
"r_participant__hu[161,Intercept]",1.0006537772693769,exp2,payoff,contrast
"r_participant__hu[162,Intercept]",1.0008810227878537,exp2,payoff,contrast
"r_participant__hu[163,Intercept]",1.000798485234336,exp2,payoff,contrast
"r_participant__hu[164,Intercept]",1.0006477775777536,exp2,payoff,contrast
"r_participant__hu[165,Intercept]",1.0009948475010164,exp2,payoff,contrast
"r_participant__hu[166,Intercept]",1.0009797562057428,exp2,payoff,contrast
"r_participant__hu[167,Intercept]",1.001194886316186,exp2,payoff,contrast
"r_participant__hu[168,Intercept]",1.0006927895585602,exp2,payoff,contrast
lprior,1.0019799315613878,exp2,payoff,contrast
lp__,1.0002019271650155,exp2,payoff,contrast
"z_1[1,1]",1.0002329601814381,exp2,payoff,contrast
"z_1[2,1]",1.0000887691153473,exp2,payoff,contrast
"z_1[1,2]",1.0008002570474113,exp2,payoff,contrast
"z_1[2,2]",1.0000645523097895,exp2,payoff,contrast
"z_1[1,3]",1.0001195714758317,exp2,payoff,contrast
"z_1[2,3]",0.9999753038219512,exp2,payoff,contrast
"z_1[1,4]",1.0002808780434749,exp2,payoff,contrast
"z_1[2,4]",1.000048796900179,exp2,payoff,contrast
"z_1[1,5]",1.000206088789595,exp2,payoff,contrast
"z_1[2,5]",1.0001031597150818,exp2,payoff,contrast
"z_1[1,6]",1.0005369411802965,exp2,payoff,contrast
"z_1[2,6]",1.0001941846359057,exp2,payoff,contrast
"z_1[1,7]",1.0003592670534882,exp2,payoff,contrast
"z_1[2,7]",0.9999762083320981,exp2,payoff,contrast
"z_1[1,8]",1.0001916844587904,exp2,payoff,contrast
"z_1[2,8]",1.0000575287521358,exp2,payoff,contrast
"z_1[1,9]",1.0004468390535115,exp2,payoff,contrast
"z_1[2,9]",1.0000739977156152,exp2,payoff,contrast
"z_1[1,10]",1.0002901648419584,exp2,payoff,contrast
"z_1[2,10]",1.0001227026486381,exp2,payoff,contrast
"z_1[1,11]",1.0004774205633022,exp2,payoff,contrast
"z_1[2,11]",1.00008190928797,exp2,payoff,contrast
"z_1[1,12]",1.0002414119060306,exp2,payoff,contrast
"z_1[2,12]",1.000090213365396,exp2,payoff,contrast
"z_1[1,13]",1.0004314096752345,exp2,payoff,contrast
"z_1[2,13]",0.9999808241552374,exp2,payoff,contrast
"z_1[1,14]",1.000617540021102,exp2,payoff,contrast
"z_1[2,14]",1.000099968650718,exp2,payoff,contrast
"z_1[1,15]",1.0003121106709303,exp2,payoff,contrast
"z_1[2,15]",1.000035789463672,exp2,payoff,contrast
"z_1[1,16]",1.0004350040464713,exp2,payoff,contrast
"z_1[2,16]",1.0002496565614045,exp2,payoff,contrast
"z_1[1,17]",1.0003284064938864,exp2,payoff,contrast
"z_1[2,17]",1.0003030744008865,exp2,payoff,contrast
"z_1[1,18]",1.0003409961335974,exp2,payoff,contrast
"z_1[2,18]",1.0003517556553134,exp2,payoff,contrast
"z_1[1,19]",1.0003947061755043,exp2,payoff,contrast
"z_1[2,19]",1.0002017426367764,exp2,payoff,contrast
"z_1[1,20]",1.000566732739994,exp2,payoff,contrast
"z_1[2,20]",1.00008461200616,exp2,payoff,contrast
"z_1[1,21]",1.000446238768268,exp2,payoff,contrast
"z_1[2,21]",1.0001763297935808,exp2,payoff,contrast
"z_1[1,22]",1.000470883738275,exp2,payoff,contrast
"z_1[2,22]",1.0001100495078534,exp2,payoff,contrast
"z_1[1,23]",1.0003716912267715,exp2,payoff,contrast
"z_1[2,23]",0.9999919302082088,exp2,payoff,contrast
"z_1[1,24]",1.0002543987517065,exp2,payoff,contrast
"z_1[2,24]",1.0000822506971914,exp2,payoff,contrast
"z_1[1,25]",1.000175434999498,exp2,payoff,contrast
"z_1[2,25]",1.0001067703765347,exp2,payoff,contrast
"z_1[1,26]",1.0002126716655535,exp2,payoff,contrast
"z_1[2,26]",1.000068284370278,exp2,payoff,contrast
"z_1[1,27]",1.0005471216385884,exp2,payoff,contrast
"z_1[2,27]",1.0001387320139454,exp2,payoff,contrast
"z_1[1,28]",1.0008592073349998,exp2,payoff,contrast
"z_1[2,28]",1.000052851705241,exp2,payoff,contrast
"z_1[1,29]",1.0008943191075306,exp2,payoff,contrast
"z_1[2,29]",1.0000782329046707,exp2,payoff,contrast
"z_1[1,30]",1.000047926310768,exp2,payoff,contrast
"z_1[2,30]",1.0000777379300214,exp2,payoff,contrast
"z_1[1,31]",1.0002239680001523,exp2,payoff,contrast
"z_1[2,31]",1.0001617686117823,exp2,payoff,contrast
"z_1[1,32]",1.0006272366096634,exp2,payoff,contrast
"z_1[2,32]",1.0001267166250078,exp2,payoff,contrast
"z_1[1,33]",1.0004396386508314,exp2,payoff,contrast
"z_1[2,33]",1.0001232183219968,exp2,payoff,contrast
"z_1[1,34]",1.000203451302807,exp2,payoff,contrast
"z_1[2,34]",1.0000454020898317,exp2,payoff,contrast
"z_1[1,35]",1.000136012209775,exp2,payoff,contrast
"z_1[2,35]",1.0000648628786424,exp2,payoff,contrast
"z_1[1,36]",1.00034217611133,exp2,payoff,contrast
"z_1[2,36]",1.0000382016126095,exp2,payoff,contrast
"z_1[1,37]",1.0004688949704499,exp2,payoff,contrast
"z_1[2,37]",1.0000167810119807,exp2,payoff,contrast
"z_1[1,38]",1.0000442803284795,exp2,payoff,contrast
"z_1[2,38]",1.000107588751988,exp2,payoff,contrast
"z_1[1,39]",1.0001508993845225,exp2,payoff,contrast
"z_1[2,39]",1.0000544180842397,exp2,payoff,contrast
"z_1[1,40]",1.0005271152707613,exp2,payoff,contrast
"z_1[2,40]",1.0002078238498437,exp2,payoff,contrast
"z_1[1,41]",1.0005434497694725,exp2,payoff,contrast
"z_1[2,41]",1.0000054821141469,exp2,payoff,contrast
"z_1[1,42]",1.0005334190059865,exp2,payoff,contrast
"z_1[2,42]",1.0000190064652965,exp2,payoff,contrast
"z_1[1,43]",1.0004714984167413,exp2,payoff,contrast
"z_1[2,43]",1.0001896470271556,exp2,payoff,contrast
"z_1[1,44]",1.000468330928351,exp2,payoff,contrast
"z_1[2,44]",1.000111190832543,exp2,payoff,contrast
"z_1[1,45]",1.0003956183110736,exp2,payoff,contrast
"z_1[2,45]",1.0000754766618145,exp2,payoff,contrast
"z_1[1,46]",1.0003260060359218,exp2,payoff,contrast
"z_1[2,46]",1.000099257966958,exp2,payoff,contrast
"z_1[1,47]",1.0005463853793606,exp2,payoff,contrast
"z_1[2,47]",1.0000872330033583,exp2,payoff,contrast
"z_1[1,48]",1.0003096482706808,exp2,payoff,contrast
"z_1[2,48]",1.0000875257642183,exp2,payoff,contrast
"z_1[1,49]",1.0005592519553437,exp2,payoff,contrast
"z_1[2,49]",1.0003241950888093,exp2,payoff,contrast
"z_1[1,50]",1.0002793819094256,exp2,payoff,contrast
"z_1[2,50]",1.0000660735917615,exp2,payoff,contrast
"L_1[1,1]",NA,exp2,payoff,contrast
"L_1[2,1]",1.0000112915572212,exp2,payoff,contrast
"L_1[1,2]",NA,exp2,payoff,contrast
"L_1[2,2]",1.0000126253420136,exp2,payoff,contrast
"z_2[1,1]",1.0012545206570769,exp2,payoff,contrast
"z_2[1,2]",1.000129983041507,exp2,payoff,contrast
"z_2[1,3]",1.0012044313620647,exp2,payoff,contrast
"z_2[1,4]",1.0011375572141297,exp2,payoff,contrast
"z_2[1,5]",1.0004165510063694,exp2,payoff,contrast
"z_2[1,6]",1.0000563620338525,exp2,payoff,contrast
"z_2[1,7]",1.000849987976593,exp2,payoff,contrast
"z_2[1,8]",1.0009205362059626,exp2,payoff,contrast
"z_2[1,9]",1.0009205155958236,exp2,payoff,contrast
"z_2[1,10]",1.0006433141155056,exp2,payoff,contrast
"z_2[1,11]",1.001029721200696,exp2,payoff,contrast
"z_2[1,12]",1.0008255073423868,exp2,payoff,contrast
"z_2[1,13]",1.0005452232810468,exp2,payoff,contrast
"z_2[1,14]",1.0000963721182603,exp2,payoff,contrast
"z_2[1,15]",1.0012032831525397,exp2,payoff,contrast
"z_2[1,16]",1.0004162222487045,exp2,payoff,contrast
"z_2[1,17]",1.0010517998421606,exp2,payoff,contrast
"z_2[1,18]",1.0012626651747425,exp2,payoff,contrast
"z_2[1,19]",1.0001771797622991,exp2,payoff,contrast
"z_2[1,20]",1.0007653856505716,exp2,payoff,contrast
"z_2[1,21]",1.0010491638095418,exp2,payoff,contrast
"z_2[1,22]",1.0005176846289137,exp2,payoff,contrast
"z_2[1,23]",1.0005843166204371,exp2,payoff,contrast
"z_2[1,24]",1.0005485635774078,exp2,payoff,contrast
"z_2[1,25]",1.000628167224082,exp2,payoff,contrast
"z_2[1,26]",1.0010058573841791,exp2,payoff,contrast
"z_2[1,27]",1.0008214728289773,exp2,payoff,contrast
"z_2[1,28]",1.0006415149322248,exp2,payoff,contrast
"z_2[1,29]",1.000794873667603,exp2,payoff,contrast
"z_2[1,30]",1.0013050402790977,exp2,payoff,contrast
"z_2[1,31]",1.0010572311808572,exp2,payoff,contrast
"z_2[1,32]",1.00116512771075,exp2,payoff,contrast
"z_2[1,33]",1.0005847791834037,exp2,payoff,contrast
"z_2[1,34]",1.0000735501180469,exp2,payoff,contrast
"z_2[1,35]",1.0010591825058412,exp2,payoff,contrast
"z_2[1,36]",1.0008338420207237,exp2,payoff,contrast
"z_2[1,37]",1.0011745644338095,exp2,payoff,contrast
"z_2[1,38]",1.0009496704937833,exp2,payoff,contrast
"z_2[1,39]",1.0010854616226865,exp2,payoff,contrast
"z_2[1,40]",1.0006625378867589,exp2,payoff,contrast
"z_2[1,41]",1.001346372756507,exp2,payoff,contrast
"z_2[1,42]",1.0010431788991911,exp2,payoff,contrast
"z_2[1,43]",1.0006221187219488,exp2,payoff,contrast
"z_2[1,44]",1.0011068886761247,exp2,payoff,contrast
"z_2[1,45]",1.0010080804623205,exp2,payoff,contrast
"z_2[1,46]",1.0009438099546466,exp2,payoff,contrast
"z_2[1,47]",1.0011415034606654,exp2,payoff,contrast
"z_2[1,48]",1.0011482578582636,exp2,payoff,contrast
"z_2[1,49]",1.0000792323821162,exp2,payoff,contrast
"z_2[1,50]",1.000674078941857,exp2,payoff,contrast
