parameter,rhat,experiment,condition,model_name
"r_participant[016,condpresent]",1.000838367386364,exp1,baserate,full
"r_participant[017,condpresent]",1.0003361643198796,exp1,baserate,full
"r_participant[018,condpresent]",1.0005629390122959,exp1,baserate,full
"r_participant[019,condpresent]",1.0003562879738943,exp1,baserate,full
"r_participant[020,condpresent]",1.0004225548195602,exp1,baserate,full
"r_participant[021,condpresent]",1.0006866617680767,exp1,baserate,full
"r_participant[022,condpresent]",1.0004990100387166,exp1,baserate,full
"r_participant[023,condpresent]",1.0001831991738745,exp1,baserate,full
"r_participant[024,condpresent]",1.0003170291226366,exp1,baserate,full
"r_participant[025,condpresent]",1.0002520332874025,exp1,baserate,full
"r_participant[026,condpresent]",1.0006753126974852,exp1,baserate,full
"r_participant[027,condpresent]",1.0002429013936294,exp1,baserate,full
"r_participant[029,condpresent]",1.0002274640891227,exp1,baserate,full
"r_participant[030,condpresent]",1.0004370091469705,exp1,baserate,full
"r_participant[032,condpresent]",1.0006239310515992,exp1,baserate,full
"r_participant[033,condpresent]",1.0005576709350728,exp1,baserate,full
"r_participant[034,condpresent]",1.0003657421069176,exp1,baserate,full
"r_participant[035,condpresent]",1.0004692103439792,exp1,baserate,full
"r_participant[036,condpresent]",1.000529507765698,exp1,baserate,full
"r_participant[037,condpresent]",1.000657506574214,exp1,baserate,full
"r_participant[038,condpresent]",1.0005278212105435,exp1,baserate,full
"r_participant[039,condpresent]",1.0002934865928352,exp1,baserate,full
"r_participant[040,condpresent]",1.0003209370715642,exp1,baserate,full
"r_participant[041,condpresent]",1.0003889750679378,exp1,baserate,full
"r_participant[042,condpresent]",1.000371387707865,exp1,baserate,full
"r_participant[043,condpresent]",1.0004633753132888,exp1,baserate,full
"r_participant[044,condpresent]",1.0002396071096358,exp1,baserate,full
"r_participant[045,condpresent]",1.0002116527995242,exp1,baserate,full
"r_participant[046,condpresent]",1.0006829248640148,exp1,baserate,full
"r_participant[047,condpresent]",1.0005611566534693,exp1,baserate,full
"r_participant[048,condpresent]",1.0003910269690544,exp1,baserate,full
"r_participant[051,condpresent]",1.0003952938176426,exp1,baserate,full
"r_participant[053,condpresent]",1.0005626674985113,exp1,baserate,full
"r_participant[054,condpresent]",1.0006238538417787,exp1,baserate,full
"r_participant[055,condpresent]",1.0002853782434833,exp1,baserate,full
"r_participant[056,condpresent]",1.0003938257750682,exp1,baserate,full
"r_participant[057,condpresent]",1.0004106287527064,exp1,baserate,full
"r_participant[058,condpresent]",1.000374398391947,exp1,baserate,full
"r_participant[059,condpresent]",1.0002589712210117,exp1,baserate,full
"r_participant[060,condpresent]",1.000363721884516,exp1,baserate,full
"r_participant[061,condpresent]",1.0001303001107946,exp1,baserate,full
"r_participant[062,condpresent]",1.0002279988552616,exp1,baserate,full
"r_participant[063,condpresent]",1.0004152222012097,exp1,baserate,full
"r_participant__hu[001,Intercept]",1.000396846222465,exp1,baserate,full
"r_participant__hu[002,Intercept]",1.0003674884617066,exp1,baserate,full
"r_participant__hu[003,Intercept]",1.0004054844388128,exp1,baserate,full
"r_participant__hu[004,Intercept]",1.0004404688206325,exp1,baserate,full
"r_participant__hu[005,Intercept]",1.0005397877147146,exp1,baserate,full
"r_participant__hu[006,Intercept]",1.0004294343960953,exp1,baserate,full
"r_participant__hu[008,Intercept]",1.0006856445671848,exp1,baserate,full
"r_participant__hu[009,Intercept]",1.000337819746125,exp1,baserate,full
"r_participant__hu[010,Intercept]",1.0005494378303887,exp1,baserate,full
"r_participant__hu[011,Intercept]",1.0002726390931411,exp1,baserate,full
"r_participant__hu[012,Intercept]",1.0003362082766414,exp1,baserate,full
"r_participant__hu[013,Intercept]",1.000487155570282,exp1,baserate,full
"r_participant__hu[014,Intercept]",1.0004872698085292,exp1,baserate,full
"r_participant__hu[015,Intercept]",1.0005291649430235,exp1,baserate,full
"r_participant__hu[016,Intercept]",1.0004819948316899,exp1,baserate,full
"r_participant__hu[017,Intercept]",1.0002917268615739,exp1,baserate,full
"r_participant__hu[018,Intercept]",1.000356511947014,exp1,baserate,full
"r_participant__hu[019,Intercept]",1.0004046445665906,exp1,baserate,full
"r_participant__hu[020,Intercept]",1.0003095106048736,exp1,baserate,full
"r_participant__hu[021,Intercept]",1.0004142888771281,exp1,baserate,full
"r_participant__hu[022,Intercept]",1.0001730743982653,exp1,baserate,full
"r_participant__hu[023,Intercept]",1.0004836075633747,exp1,baserate,full
"r_participant__hu[024,Intercept]",1.0003061496741243,exp1,baserate,full
"r_participant__hu[025,Intercept]",1.0005845993312916,exp1,baserate,full
"r_participant__hu[026,Intercept]",1.0005665056603783,exp1,baserate,full
"r_participant__hu[027,Intercept]",1.000383957424227,exp1,baserate,full
"r_participant__hu[029,Intercept]",1.0004677784547653,exp1,baserate,full
"r_participant__hu[030,Intercept]",1.0002091011028755,exp1,baserate,full
"r_participant__hu[032,Intercept]",1.000452590862318,exp1,baserate,full
"r_participant__hu[033,Intercept]",1.000333611393416,exp1,baserate,full
"r_participant__hu[034,Intercept]",1.0005134177058845,exp1,baserate,full
"r_participant__hu[035,Intercept]",1.0005616600788232,exp1,baserate,full
"r_participant__hu[036,Intercept]",1.0004263465162901,exp1,baserate,full
"r_participant__hu[037,Intercept]",1.000283714258404,exp1,baserate,full
"r_participant__hu[038,Intercept]",1.000338297828391,exp1,baserate,full
"r_participant__hu[039,Intercept]",1.000472639687893,exp1,baserate,full
"r_participant__hu[040,Intercept]",1.000402621009974,exp1,baserate,full
"r_participant__hu[041,Intercept]",1.0003826281324306,exp1,baserate,full
"r_participant__hu[042,Intercept]",1.0005602987434281,exp1,baserate,full
"r_participant__hu[043,Intercept]",1.0005271791240273,exp1,baserate,full
"r_participant__hu[044,Intercept]",1.0004191081471914,exp1,baserate,full
"r_participant__hu[045,Intercept]",1.0002959245421281,exp1,baserate,full
"r_participant__hu[046,Intercept]",1.000432772065673,exp1,baserate,full
"r_participant__hu[047,Intercept]",1.0005077054017988,exp1,baserate,full
"r_participant__hu[048,Intercept]",1.0003863680170648,exp1,baserate,full
"r_participant__hu[051,Intercept]",1.0005696627551732,exp1,baserate,full
"r_participant__hu[053,Intercept]",1.000550533725024,exp1,baserate,full
"r_participant__hu[054,Intercept]",1.0004723225181582,exp1,baserate,full
"r_participant__hu[055,Intercept]",1.0006055140879473,exp1,baserate,full
"r_participant__hu[056,Intercept]",1.0005895519212964,exp1,baserate,full
"r_participant__hu[057,Intercept]",1.0004867955287282,exp1,baserate,full
"r_participant__hu[058,Intercept]",1.0005097285211804,exp1,baserate,full
"r_participant__hu[059,Intercept]",1.0003266516604488,exp1,baserate,full
"r_participant__hu[060,Intercept]",1.0006556587958129,exp1,baserate,full
"r_participant__hu[061,Intercept]",1.000445844410444,exp1,baserate,full
"r_participant__hu[062,Intercept]",1.0003213388017316,exp1,baserate,full
"r_participant__hu[063,Intercept]",1.0004217071794728,exp1,baserate,full
"r_participant__hu[001,condpresent]",1.0001769568195074,exp1,baserate,full
"r_participant__hu[002,condpresent]",1.0000289794799622,exp1,baserate,full
"r_participant__hu[003,condpresent]",1.0002809488890958,exp1,baserate,full
"r_participant__hu[004,condpresent]",1.0000672160155575,exp1,baserate,full
"r_participant__hu[005,condpresent]",1.0002854449958742,exp1,baserate,full
"r_participant__hu[006,condpresent]",1.000147355233466,exp1,baserate,full
"r_participant__hu[008,condpresent]",0.9999937088186945,exp1,baserate,full
"r_participant__hu[009,condpresent]",1.0000801097730292,exp1,baserate,full
"r_participant__hu[010,condpresent]",1.0001749367003736,exp1,baserate,full
"r_participant__hu[011,condpresent]",1.000213325445056,exp1,baserate,full
"r_participant__hu[012,condpresent]",1.0002776997647254,exp1,baserate,full
"r_participant__hu[013,condpresent]",1.0000691791758336,exp1,baserate,full
"r_participant__hu[014,condpresent]",1.0003151537222912,exp1,baserate,full
"r_participant__hu[015,condpresent]",1.000113689611541,exp1,baserate,full
"r_participant__hu[016,condpresent]",1.0002369099089516,exp1,baserate,full
"r_participant__hu[017,condpresent]",1.0003118341263753,exp1,baserate,full
"r_participant__hu[018,condpresent]",1.000236459493041,exp1,baserate,full
"r_participant__hu[019,condpresent]",1.0003569912781602,exp1,baserate,full
"r_participant__hu[020,condpresent]",1.000348759060846,exp1,baserate,full
"r_participant__hu[021,condpresent]",1.00006500730697,exp1,baserate,full
"r_participant__hu[022,condpresent]",1.0003881581635918,exp1,baserate,full
"r_participant__hu[023,condpresent]",1.0000998422066372,exp1,baserate,full
"r_participant__hu[024,condpresent]",1.0001141060588714,exp1,baserate,full
"r_participant__hu[025,condpresent]",1.0003950010829046,exp1,baserate,full
"r_participant__hu[026,condpresent]",1.0001686840335344,exp1,baserate,full
"r_participant__hu[027,condpresent]",1.000259191146071,exp1,baserate,full
"r_participant__hu[029,condpresent]",1.0002313329360426,exp1,baserate,full
"r_participant__hu[030,condpresent]",1.0001880013260491,exp1,baserate,full
"r_participant__hu[032,condpresent]",1.0001910091032484,exp1,baserate,full
"r_participant__hu[033,condpresent]",1.000277772043258,exp1,baserate,full
"r_participant__hu[034,condpresent]",1.0000170920742912,exp1,baserate,full
"r_participant__hu[035,condpresent]",1.0003510990716282,exp1,baserate,full
"r_participant__hu[036,condpresent]",1.0004080850066916,exp1,baserate,full
"r_participant__hu[037,condpresent]",1.000024313163397,exp1,baserate,full
"r_participant__hu[038,condpresent]",1.000113945908216,exp1,baserate,full
"r_participant__hu[039,condpresent]",1.000383332704001,exp1,baserate,full
"r_participant__hu[040,condpresent]",1.0003086325134347,exp1,baserate,full
"r_participant__hu[041,condpresent]",1.00020294129579,exp1,baserate,full
"r_participant__hu[042,condpresent]",1.000313921774651,exp1,baserate,full
"r_participant__hu[043,condpresent]",1.0003427308756303,exp1,baserate,full
"r_participant__hu[044,condpresent]",1.0002922374854304,exp1,baserate,full
"r_participant__hu[045,condpresent]",1.0002831979072324,exp1,baserate,full
"r_participant__hu[046,condpresent]",1.0002775975692566,exp1,baserate,full
"r_participant__hu[047,condpresent]",1.000275188228937,exp1,baserate,full
"r_participant__hu[048,condpresent]",1.000474392605506,exp1,baserate,full
"r_participant__hu[051,condpresent]",1.0003282861400653,exp1,baserate,full
"r_participant__hu[053,condpresent]",1.00031050632922,exp1,baserate,full
"r_participant__hu[054,condpresent]",1.0002134169524979,exp1,baserate,full
"r_participant__hu[055,condpresent]",1.0003563448279473,exp1,baserate,full
"r_participant__hu[056,condpresent]",1.0003737906764074,exp1,baserate,full
"r_participant__hu[057,condpresent]",1.0002986632409652,exp1,baserate,full
"r_participant__hu[058,condpresent]",1.000399644782106,exp1,baserate,full
"r_participant__hu[059,condpresent]",1.0002922429864718,exp1,baserate,full
"r_participant__hu[060,condpresent]",1.0003717241449717,exp1,baserate,full
"r_participant__hu[061,condpresent]",1.0003499943169356,exp1,baserate,full
"r_participant__hu[062,condpresent]",1.0002341750798263,exp1,baserate,full
"r_participant__hu[063,condpresent]",1.0002600156195276,exp1,baserate,full
lprior,1.0006211195394705,exp1,baserate,full
lp__,1.0002755509072703,exp1,baserate,full
"z_1[1,1]",1.0005306122496256,exp1,baserate,full
"z_1[2,1]",1.0004045731309081,exp1,baserate,full
"z_1[1,2]",1.0002700501933455,exp1,baserate,full
"z_1[2,2]",1.0002393167793513,exp1,baserate,full
"z_1[1,3]",1.0008737848491038,exp1,baserate,full
"z_1[2,3]",1.0002736185553651,exp1,baserate,full
"z_1[1,4]",1.0005671330934827,exp1,baserate,full
"z_1[2,4]",1.0001636751478284,exp1,baserate,full
"z_1[1,5]",1.0013191490225752,exp1,baserate,full
"z_1[2,5]",1.00028853626596,exp1,baserate,full
"z_1[1,6]",1.0007486814066835,exp1,baserate,full
"z_1[2,6]",1.000209855293721,exp1,baserate,full
"z_1[1,7]",1.0007674104613298,exp1,baserate,full
"z_1[2,7]",1.0006886340256422,exp1,baserate,full
"z_1[1,8]",1.0011746185128916,exp1,baserate,full
"z_1[2,8]",1.0006595367487299,exp1,baserate,full
"z_1[1,9]",1.0005124205171751,exp1,baserate,full
"z_1[2,9]",1.000578822369054,exp1,baserate,full
"z_1[1,10]",1.0010898326969608,exp1,baserate,full
"z_1[2,10]",1.0005556444207642,exp1,baserate,full
"z_1[1,11]",1.0008828506881278,exp1,baserate,full
"z_1[2,11]",1.0001823187540346,exp1,baserate,full
"z_1[1,12]",1.001012260382639,exp1,baserate,full
"z_1[2,12]",1.000427313125645,exp1,baserate,full
"z_1[1,13]",1.0008008736289915,exp1,baserate,full
"z_1[2,13]",1.0001770257718425,exp1,baserate,full
"z_1[1,14]",1.0007587859990197,exp1,baserate,full
"z_1[2,14]",1.0004204647435124,exp1,baserate,full
"z_1[1,15]",1.0012405812204124,exp1,baserate,full
"z_1[2,15]",1.0004171213210653,exp1,baserate,full
"z_1[1,16]",1.000820092051229,exp1,baserate,full
"z_1[2,16]",1.000168179327098,exp1,baserate,full
"z_1[1,17]",1.0008427249223653,exp1,baserate,full
"z_1[2,17]",1.0003372699600714,exp1,baserate,full
"z_1[1,18]",1.0008566558295107,exp1,baserate,full
"z_1[2,18]",1.0002314980741704,exp1,baserate,full
"z_1[1,19]",1.001023421122797,exp1,baserate,full
"z_1[2,19]",1.0003159139234017,exp1,baserate,full
"z_1[1,20]",1.0011595747262383,exp1,baserate,full
"z_1[2,20]",1.0004023652590222,exp1,baserate,full
"z_1[1,21]",1.000948064597511,exp1,baserate,full
"z_1[2,21]",1.000214541643708,exp1,baserate,full
"z_1[1,22]",1.0008042596537756,exp1,baserate,full
"z_1[2,22]",1.000131433864034,exp1,baserate,full
"z_1[1,23]",1.0007756986620346,exp1,baserate,full
"z_1[2,23]",1.0002751596601576,exp1,baserate,full
"z_1[1,24]",1.000883362674805,exp1,baserate,full
"z_1[2,24]",1.0002230782770085,exp1,baserate,full
"z_1[1,25]",1.0005381095377133,exp1,baserate,full
"z_1[2,25]",1.000518528869634,exp1,baserate,full
"z_1[1,26]",1.000513978098611,exp1,baserate,full
"z_1[2,26]",1.0007128400127798,exp1,baserate,full
"z_1[1,27]",1.0005945186486649,exp1,baserate,full
"z_1[2,27]",1.0005029337825977,exp1,baserate,full
"z_1[1,28]",1.0006088815969794,exp1,baserate,full
"z_1[2,28]",1.0004658883681907,exp1,baserate,full
"z_1[1,29]",1.001077785433313,exp1,baserate,full
"z_1[2,29]",1.000657403567159,exp1,baserate,full
"z_1[1,30]",1.0008150926738029,exp1,baserate,full
"z_1[2,30]",1.000665520574088,exp1,baserate,full
"z_1[1,31]",1.0008514034325027,exp1,baserate,full
"z_1[2,31]",1.0001670074534752,exp1,baserate,full
"z_1[1,32]",1.0010368089518717,exp1,baserate,full
"z_1[2,32]",1.0002574842789982,exp1,baserate,full
"z_1[1,33]",1.0007535862958545,exp1,baserate,full
"z_1[2,33]",1.0005000712784515,exp1,baserate,full
"z_1[1,34]",1.001314178714099,exp1,baserate,full
"z_1[2,34]",1.000375333711495,exp1,baserate,full
"z_1[1,35]",1.0011454672565494,exp1,baserate,full
"z_1[2,35]",1.0001462872591291,exp1,baserate,full
"z_1[1,36]",1.0009129694313972,exp1,baserate,full
"z_1[2,36]",1.0001092612678044,exp1,baserate,full
"z_1[1,37]",1.0011257811714431,exp1,baserate,full
"z_1[2,37]",1.0001811908169436,exp1,baserate,full
"z_1[1,38]",1.0006740936146101,exp1,baserate,full
"z_1[2,38]",1.0002795584217767,exp1,baserate,full
"z_1[1,39]",1.0010494515231807,exp1,baserate,full
"z_1[2,39]",1.000429064801348,exp1,baserate,full
"z_1[1,40]",1.0009161317351087,exp1,baserate,full
"z_1[2,40]",1.0001802805931086,exp1,baserate,full
"z_1[1,41]",1.0008390449091409,exp1,baserate,full
"z_1[2,41]",1.0001185563152382,exp1,baserate,full
"z_1[1,42]",1.0007865834392493,exp1,baserate,full
"z_1[2,42]",1.0001236835211893,exp1,baserate,full
"z_1[1,43]",1.0010099372546692,exp1,baserate,full
"z_1[2,43]",1.000682016122332,exp1,baserate,full
"z_1[1,44]",1.0010776715406269,exp1,baserate,full
"z_1[2,44]",1.0002708820262822,exp1,baserate,full
"z_1[1,45]",1.000856963911984,exp1,baserate,full
"z_1[2,45]",1.0001010860668382,exp1,baserate,full
"z_1[1,46]",1.000827427364537,exp1,baserate,full
"z_1[2,46]",1.0004144719300587,exp1,baserate,full
"z_1[1,47]",1.0012568539574722,exp1,baserate,full
"z_1[2,47]",1.000287249612892,exp1,baserate,full
"z_1[1,48]",1.0012803928636855,exp1,baserate,full
"z_1[2,48]",1.000333894932496,exp1,baserate,full
"z_1[1,49]",1.0011397013823744,exp1,baserate,full
"z_1[2,49]",1.000052728666663,exp1,baserate,full
"z_1[1,50]",1.0008742733612663,exp1,baserate,full
"z_1[2,50]",1.0002011136965259,exp1,baserate,full
"z_1[1,51]",1.0010602958791746,exp1,baserate,full
"z_1[2,51]",1.000115635471307,exp1,baserate,full
"z_1[1,52]",1.0008329384341905,exp1,baserate,full
"z_1[2,52]",1.0002288485902804,exp1,baserate,full
"z_1[1,53]",1.000976534379468,exp1,baserate,full
"z_1[2,53]",1.000134407152178,exp1,baserate,full
"z_1[1,54]",1.0008050165807745,exp1,baserate,full
"z_1[2,54]",1.0002818775037854,exp1,baserate,full
"z_1[1,55]",1.0006542542332955,exp1,baserate,full
"z_1[2,55]",1.0002699605621457,exp1,baserate,full
"z_1[1,56]",1.0007421280774216,exp1,baserate,full
"z_1[2,56]",1.0001031656066164,exp1,baserate,full
"z_1[1,57]",1.0009845986686483,exp1,baserate,full
"z_1[2,57]",1.0001955997221117,exp1,baserate,full
"L_1[1,1]",NA,exp1,baserate,full
"L_1[2,1]",1.0007037572241932,exp1,baserate,full
"L_1[1,2]",NA,exp1,baserate,full
"L_1[2,2]",1.0007024638204578,exp1,baserate,full
"z_2[1,1]",1.000321568001474,exp1,baserate,full
"z_2[2,1]",1.0005130712631252,exp1,baserate,full
"z_2[1,2]",1.0002847807182802,exp1,baserate,full
"z_2[2,2]",1.000072889091487,exp1,baserate,full
"z_2[1,3]",1.0004039581513695,exp1,baserate,full
"z_2[2,3]",1.0004039814439796,exp1,baserate,full
"z_2[1,4]",1.000263300567076,exp1,baserate,full
"z_2[2,4]",1.0001855150177321,exp1,baserate,full
"z_2[1,5]",1.000409609576539,exp1,baserate,full
"z_2[2,5]",1.000490806995463,exp1,baserate,full
"z_2[1,6]",1.0003964628469555,exp1,baserate,full
"z_2[2,6]",1.0002769780229885,exp1,baserate,full
"z_2[1,7]",1.0006220962668195,exp1,baserate,full
"z_2[2,7]",1.0000508035118107,exp1,baserate,full
"z_2[1,8]",1.0002301705804324,exp1,baserate,full
"z_2[2,8]",1.0002787035375007,exp1,baserate,full
"z_2[1,9]",1.0004991282900548,exp1,baserate,full
"z_2[2,9]",1.0003050470577624,exp1,baserate,full
"z_2[1,10]",1.0002766655867255,exp1,baserate,full
"z_2[2,10]",1.0003551294485098,exp1,baserate,full
"z_2[1,11]",1.0003323257211234,exp1,baserate,full
"z_2[2,11]",1.0002375488839796,exp1,baserate,full
"z_2[1,12]",1.000426269222048,exp1,baserate,full
"z_2[2,12]",1.0001271127580187,exp1,baserate,full
"z_2[1,13]",1.000391446029672,exp1,baserate,full
"z_2[2,13]",1.0006209579461651,exp1,baserate,full
"z_2[1,14]",1.0004919709675804,exp1,baserate,full
"z_2[2,14]",1.0002379554458503,exp1,baserate,full
"z_2[1,15]",1.000451586463062,exp1,baserate,full
"z_2[2,15]",1.000424190537815,exp1,baserate,full
"z_2[1,16]",1.0002908153180101,exp1,baserate,full
"z_2[2,16]",1.0006735695891948,exp1,baserate,full
"z_2[1,17]",1.000323763536663,exp1,baserate,full
"z_2[2,17]",1.0003921204771768,exp1,baserate,full
"z_2[1,18]",1.000346901095734,exp1,baserate,full
"z_2[2,18]",1.0003818778645228,exp1,baserate,full
"z_2[1,19]",1.0003078522422937,exp1,baserate,full
"z_2[2,19]",1.0005701799834499,exp1,baserate,full
"z_2[1,20]",1.0003778619282009,exp1,baserate,full
"z_2[2,20]",1.000218841099453,exp1,baserate,full
"z_2[1,21]",1.0001424381455946,exp1,baserate,full
"z_2[2,21]",1.0005069841268113,exp1,baserate,full
"z_2[1,22]",1.000429207223476,exp1,baserate,full
"z_2[2,22]",1.0001403950787564,exp1,baserate,full
"z_2[1,23]",1.0003258517330917,exp1,baserate,full
"z_2[2,23]",1.0000676030823399,exp1,baserate,full
"z_2[1,24]",1.0005036380107997,exp1,baserate,full
"z_2[2,24]",1.0006221247887839,exp1,baserate,full
"z_2[1,25]",1.0005308731897151,exp1,baserate,full
"z_2[2,25]",1.000205860720428,exp1,baserate,full
"z_2[1,26]",1.0002943580047896,exp1,baserate,full
"z_2[2,26]",1.000545252089199,exp1,baserate,full
"z_2[1,27]",1.0004032293453928,exp1,baserate,full
"z_2[2,27]",1.000364619299153,exp1,baserate,full
"z_2[1,28]",1.0002023130897062,exp1,baserate,full
"z_2[2,28]",1.000483531291637,exp1,baserate,full
"z_2[1,29]",1.0003975634334132,exp1,baserate,full
"z_2[2,29]",1.0005319434695994,exp1,baserate,full
"z_2[1,30]",1.000333887760267,exp1,baserate,full
"z_2[2,30]",1.0005231835331048,exp1,baserate,full
"z_2[1,31]",1.0004867813400153,exp1,baserate,full
"z_2[2,31]",1.0000987517074997,exp1,baserate,full
"z_2[1,32]",1.000491855929747,exp1,baserate,full
"z_2[2,32]",1.0004447174781483,exp1,baserate,full
"z_2[1,33]",1.0004249084001686,exp1,baserate,full
"z_2[2,33]",1.000675621325128,exp1,baserate,full
"z_2[1,34]",1.0002485244406292,exp1,baserate,full
"z_2[2,34]",1.000154548865506,exp1,baserate,full
"z_2[1,35]",1.000299578492762,exp1,baserate,full
"z_2[2,35]",1.0002229029494594,exp1,baserate,full
"z_2[1,36]",1.0004695380944455,exp1,baserate,full
"z_2[2,36]",1.0006495829224884,exp1,baserate,full
"z_2[1,37]",1.0004122813285479,exp1,baserate,full
"z_2[2,37]",1.0005703180632324,exp1,baserate,full
"z_2[1,38]",1.0003648688929974,exp1,baserate,full
"z_2[2,38]",1.0003111514006915,exp1,baserate,full
"z_2[1,39]",1.0005487510443722,exp1,baserate,full
