parameter,rhat,experiment,condition,model_name
"r_participant[213,Intercept]",1.0001059299884891,exp1,payoff,full
"r_participant[214,Intercept]",1.000039624274064,exp1,payoff,full
"r_participant[215,Intercept]",1.0000532095618717,exp1,payoff,full
"r_participant[216,Intercept]",1.000151086758333,exp1,payoff,full
"r_participant[217,Intercept]",1.000182487998018,exp1,payoff,full
"r_participant[218,Intercept]",0.9999842068534915,exp1,payoff,full
"r_participant[219,Intercept]",1.0001673428831181,exp1,payoff,full
"r_participant[220,Intercept]",1.0001050828764637,exp1,payoff,full
"r_participant[221,Intercept]",1.0000750576250026,exp1,payoff,full
"r_participant[222,Intercept]",1.0000839552924643,exp1,payoff,full
"r_participant[223,Intercept]",1.0002835122988003,exp1,payoff,full
"r_participant[224,Intercept]",1.0000584910184693,exp1,payoff,full
"r_participant[225,Intercept]",1.000087905159759,exp1,payoff,full
"r_participant[226,Intercept]",1.0000080669227487,exp1,payoff,full
"r_participant[227,Intercept]",1.000126241404178,exp1,payoff,full
"r_participant[228,Intercept]",1.0000959814664734,exp1,payoff,full
"r_participant[229,Intercept]",1.0001060179992436,exp1,payoff,full
"r_participant[230,Intercept]",1.0000304217313714,exp1,payoff,full
"r_participant[231,Intercept]",1.0002033670880033,exp1,payoff,full
"r_participant[232,Intercept]",1.0001521929665047,exp1,payoff,full
"r_participant[233,Intercept]",1.0001600906990262,exp1,payoff,full
"r_participant[234,Intercept]",1.0001575505735814,exp1,payoff,full
"r_participant[235,Intercept]",1.000165196585716,exp1,payoff,full
"r_participant[236,Intercept]",1.0001012743231046,exp1,payoff,full
"r_participant[237,Intercept]",1.0000380663940094,exp1,payoff,full
"r_participant[171,condpresent]",1.0000753928158608,exp1,payoff,full
"r_participant[172,condpresent]",1.0000870866341005,exp1,payoff,full
"r_participant[173,condpresent]",1.000043999522866,exp1,payoff,full
"r_participant[174,condpresent]",1.000098116038249,exp1,payoff,full
"r_participant[175,condpresent]",1.0000824345792907,exp1,payoff,full
"r_participant[176,condpresent]",1.0002223196017244,exp1,payoff,full
"r_participant[177,condpresent]",1.000061129999842,exp1,payoff,full
"r_participant[178,condpresent]",1.0000290900066453,exp1,payoff,full
"r_participant[179,condpresent]",1.0001920168509368,exp1,payoff,full
"r_participant[181,condpresent]",1.0002391866508706,exp1,payoff,full
"r_participant[182,condpresent]",1.0000945739799516,exp1,payoff,full
"r_participant[183,condpresent]",1.000137502730084,exp1,payoff,full
"r_participant[184,condpresent]",1.0000108833208359,exp1,payoff,full
"r_participant[185,condpresent]",1.0003392408518066,exp1,payoff,full
"r_participant[186,condpresent]",1.000047427308887,exp1,payoff,full
"r_participant[187,condpresent]",1.0001619787586966,exp1,payoff,full
"r_participant[188,condpresent]",1.000066350989183,exp1,payoff,full
"r_participant[189,condpresent]",1.0001606663739415,exp1,payoff,full
"r_participant[190,condpresent]",1.000102679197819,exp1,payoff,full
"r_participant[191,condpresent]",1.0001337586370334,exp1,payoff,full
"r_participant[192,condpresent]",1.0000812521802875,exp1,payoff,full
"r_participant[193,condpresent]",1.0000956843130628,exp1,payoff,full
"r_participant[195,condpresent]",1.0001685560602547,exp1,payoff,full
"r_participant[196,condpresent]",1.0001012288983662,exp1,payoff,full
"r_participant[197,condpresent]",1.0001178006962075,exp1,payoff,full
"r_participant[198,condpresent]",1.0001052352111857,exp1,payoff,full
"r_participant[199,condpresent]",1.000225448362663,exp1,payoff,full
"r_participant[200,condpresent]",1.0001347793365791,exp1,payoff,full
"r_participant[201,condpresent]",1.000077670407375,exp1,payoff,full
"r_participant[202,condpresent]",1.0002340362592743,exp1,payoff,full
"r_participant[203,condpresent]",1.0002075928510734,exp1,payoff,full
"r_participant[204,condpresent]",1.0000348813796085,exp1,payoff,full
"r_participant[206,condpresent]",0.9999992171065111,exp1,payoff,full
"r_participant[207,condpresent]",1.0001409719125878,exp1,payoff,full
"r_participant[208,condpresent]",1.0001261882873909,exp1,payoff,full
"r_participant[209,condpresent]",1.0000708377905572,exp1,payoff,full
"r_participant[210,condpresent]",1.000002528806842,exp1,payoff,full
"r_participant[211,condpresent]",0.9999837991784128,exp1,payoff,full
"r_participant[212,condpresent]",1.000072542256272,exp1,payoff,full
"r_participant[213,condpresent]",1.0005550184205771,exp1,payoff,full
"r_participant[214,condpresent]",1.0001008176482415,exp1,payoff,full
"r_participant[215,condpresent]",1.0000548082664023,exp1,payoff,full
"r_participant[216,condpresent]",1.0003721854419456,exp1,payoff,full
"r_participant[217,condpresent]",1.0002367941792245,exp1,payoff,full
"r_participant[218,condpresent]",1.0000975837946176,exp1,payoff,full
"r_participant[219,condpresent]",1.0001153535037373,exp1,payoff,full
"r_participant[220,condpresent]",1.0001736538261898,exp1,payoff,full
"r_participant[221,condpresent]",1.000103157484191,exp1,payoff,full
"r_participant[222,condpresent]",1.000060190452246,exp1,payoff,full
"r_participant[223,condpresent]",1.0000180769288456,exp1,payoff,full
"r_participant[224,condpresent]",1.0001117449155432,exp1,payoff,full
"r_participant[225,condpresent]",1.0001977051210091,exp1,payoff,full
"r_participant[226,condpresent]",1.000077057015644,exp1,payoff,full
"r_participant[227,condpresent]",1.0001451173333287,exp1,payoff,full
"r_participant[228,condpresent]",1.0000342688515715,exp1,payoff,full
"r_participant[229,condpresent]",1.0001228911388933,exp1,payoff,full
"r_participant[230,condpresent]",1.0000943719230486,exp1,payoff,full
"r_participant[231,condpresent]",1.0001303391735836,exp1,payoff,full
"r_participant[232,condpresent]",1.0000406597252498,exp1,payoff,full
"r_participant[233,condpresent]",1.0000475523975685,exp1,payoff,full
"r_participant[234,condpresent]",1.0001291708650837,exp1,payoff,full
"r_participant[235,condpresent]",1.000011521846132,exp1,payoff,full
"r_participant[236,condpresent]",0.9999998031890924,exp1,payoff,full
"r_participant[237,condpresent]",0.9999922290281289,exp1,payoff,full
"r_participant__hu[171,Intercept]",1.0005060030408188,exp1,payoff,full
"r_participant__hu[172,Intercept]",1.0004173863435604,exp1,payoff,full
"r_participant__hu[173,Intercept]",1.0003241124787943,exp1,payoff,full
"r_participant__hu[174,Intercept]",1.0003917940553262,exp1,payoff,full
"r_participant__hu[175,Intercept]",1.0004188384818418,exp1,payoff,full
"r_participant__hu[176,Intercept]",1.000284090633395,exp1,payoff,full
"r_participant__hu[177,Intercept]",1.0004407637141046,exp1,payoff,full
"r_participant__hu[178,Intercept]",1.0002915831860062,exp1,payoff,full
"r_participant__hu[179,Intercept]",1.0004628156110755,exp1,payoff,full
"r_participant__hu[181,Intercept]",1.0003536661320551,exp1,payoff,full
"r_participant__hu[182,Intercept]",1.0003280386013367,exp1,payoff,full
"r_participant__hu[183,Intercept]",1.0004125500515821,exp1,payoff,full
"r_participant__hu[184,Intercept]",1.0004066306469086,exp1,payoff,full
"r_participant__hu[185,Intercept]",1.0002803202792494,exp1,payoff,full
"r_participant__hu[186,Intercept]",1.0002919249861706,exp1,payoff,full
"r_participant__hu[187,Intercept]",1.000527922414755,exp1,payoff,full
"r_participant__hu[188,Intercept]",1.0002631711944499,exp1,payoff,full
"r_participant__hu[189,Intercept]",1.0003658741698773,exp1,payoff,full
"r_participant__hu[190,Intercept]",1.000138464833301,exp1,payoff,full
"r_participant__hu[191,Intercept]",1.0001987980779468,exp1,payoff,full
"r_participant__hu[192,Intercept]",1.0002375920386684,exp1,payoff,full
"r_participant__hu[193,Intercept]",1.0003474290242251,exp1,payoff,full
"r_participant__hu[195,Intercept]",1.0003130225365793,exp1,payoff,full
"r_participant__hu[196,Intercept]",1.0001744740191914,exp1,payoff,full
"r_participant__hu[197,Intercept]",1.0004018376774708,exp1,payoff,full
"r_participant__hu[198,Intercept]",1.0003219147084967,exp1,payoff,full
"r_participant__hu[199,Intercept]",1.000465957469462,exp1,payoff,full
"r_participant__hu[200,Intercept]",1.0004049083178552,exp1,payoff,full
"r_participant__hu[201,Intercept]",1.0003934637567755,exp1,payoff,full
"r_participant__hu[202,Intercept]",1.0002563008281524,exp1,payoff,full
"r_participant__hu[203,Intercept]",1.0003258606810648,exp1,payoff,full
"r_participant__hu[204,Intercept]",1.0003480633398327,exp1,payoff,full
"r_participant__hu[206,Intercept]",1.0003594016109756,exp1,payoff,full
"r_participant__hu[207,Intercept]",1.0002862245344695,exp1,payoff,full
"r_participant__hu[208,Intercept]",1.000377670515807,exp1,payoff,full
"r_participant__hu[209,Intercept]",1.0003156072491637,exp1,payoff,full
"r_participant__hu[210,Intercept]",1.000416096088383,exp1,payoff,full
"r_participant__hu[211,Intercept]",1.0003569978130533,exp1,payoff,full
"r_participant__hu[212,Intercept]",1.0003363758384494,exp1,payoff,full
"r_participant__hu[213,Intercept]",1.0006887808493723,exp1,payoff,full
"r_participant__hu[214,Intercept]",1.0002081547559758,exp1,payoff,full
"r_participant__hu[215,Intercept]",1.0003395384817384,exp1,payoff,full
"r_participant__hu[216,Intercept]",1.0005216189581156,exp1,payoff,full
"r_participant__hu[217,Intercept]",1.0002013224353616,exp1,payoff,full
"r_participant__hu[218,Intercept]",1.0001741529585622,exp1,payoff,full
"r_participant__hu[219,Intercept]",1.0003586080802223,exp1,payoff,full
"r_participant__hu[220,Intercept]",1.0004694832944054,exp1,payoff,full
"r_participant__hu[221,Intercept]",1.000365145504452,exp1,payoff,full
"r_participant__hu[222,Intercept]",1.0003338677203488,exp1,payoff,full
"r_participant__hu[223,Intercept]",1.0002743533543403,exp1,payoff,full
"r_participant__hu[224,Intercept]",1.0003886410727154,exp1,payoff,full
"r_participant__hu[225,Intercept]",1.0004302131236544,exp1,payoff,full
"r_participant__hu[226,Intercept]",1.0002666595925218,exp1,payoff,full
"r_participant__hu[227,Intercept]",1.0003432554410774,exp1,payoff,full
"r_participant__hu[228,Intercept]",1.0001533140740024,exp1,payoff,full
"r_participant__hu[229,Intercept]",1.0002339577219668,exp1,payoff,full
"r_participant__hu[230,Intercept]",1.0005311804906722,exp1,payoff,full
"r_participant__hu[231,Intercept]",1.000505837183075,exp1,payoff,full
"r_participant__hu[232,Intercept]",1.0003737788684075,exp1,payoff,full
"r_participant__hu[233,Intercept]",1.0003464538635314,exp1,payoff,full
"r_participant__hu[234,Intercept]",1.0002899006354917,exp1,payoff,full
"r_participant__hu[235,Intercept]",1.0001706823682046,exp1,payoff,full
"r_participant__hu[236,Intercept]",1.0002885274547655,exp1,payoff,full
"r_participant__hu[237,Intercept]",1.00036145426753,exp1,payoff,full
"r_participant__hu[171,condpresent]",1.0000888255043219,exp1,payoff,full
"r_participant__hu[172,condpresent]",1.0001046172287362,exp1,payoff,full
"r_participant__hu[173,condpresent]",1.000058960099434,exp1,payoff,full
"r_participant__hu[174,condpresent]",1.0001581729540252,exp1,payoff,full
"r_participant__hu[175,condpresent]",1.000275056767322,exp1,payoff,full
"r_participant__hu[176,condpresent]",1.0000088914924363,exp1,payoff,full
"r_participant__hu[177,condpresent]",0.9999881797750372,exp1,payoff,full
"r_participant__hu[178,condpresent]",1.0000065358966272,exp1,payoff,full
"r_participant__hu[179,condpresent]",0.9999892561446706,exp1,payoff,full
"r_participant__hu[181,condpresent]",1.0000162921770845,exp1,payoff,full
"r_participant__hu[182,condpresent]",1.000038004982018,exp1,payoff,full
"r_participant__hu[183,condpresent]",0.9999739211885952,exp1,payoff,full
"r_participant__hu[184,condpresent]",1.0000970944729062,exp1,payoff,full
"r_participant__hu[185,condpresent]",1.0000703095604788,exp1,payoff,full
"r_participant__hu[186,condpresent]",1.0000963638114002,exp1,payoff,full
"r_participant__hu[187,condpresent]",1.0001085553371223,exp1,payoff,full
"r_participant__hu[188,condpresent]",1.0001033373361663,exp1,payoff,full
"r_participant__hu[189,condpresent]",1.0000436936029906,exp1,payoff,full
"r_participant__hu[190,condpresent]",1.000009658433128,exp1,payoff,full
"r_participant__hu[191,condpresent]",1.0002107694140228,exp1,payoff,full
"r_participant__hu[192,condpresent]",0.9999970242274502,exp1,payoff,full
"r_participant__hu[193,condpresent]",1.0001881535784134,exp1,payoff,full
"r_participant__hu[195,condpresent]",1.0001982596542673,exp1,payoff,full
"r_participant__hu[196,condpresent]",1.00002720678787,exp1,payoff,full
"r_participant__hu[197,condpresent]",1.000022326742832,exp1,payoff,full
"r_participant__hu[198,condpresent]",1.0000406697116526,exp1,payoff,full
"r_participant__hu[199,condpresent]",1.0000240669717273,exp1,payoff,full
"r_participant__hu[200,condpresent]",1.0000356726855624,exp1,payoff,full
"r_participant__hu[201,condpresent]",1.0000589490804246,exp1,payoff,full
"r_participant__hu[202,condpresent]",1.0000521338052974,exp1,payoff,full
"r_participant__hu[203,condpresent]",1.000114507726717,exp1,payoff,full
"r_participant__hu[204,condpresent]",1.0000637040577043,exp1,payoff,full
"r_participant__hu[206,condpresent]",1.0000805210241843,exp1,payoff,full
"r_participant__hu[207,condpresent]",1.0000744434929936,exp1,payoff,full
"r_participant__hu[208,condpresent]",1.000132218285934,exp1,payoff,full
"r_participant__hu[209,condpresent]",1.0000908441426868,exp1,payoff,full
"r_participant__hu[210,condpresent]",1.0000097349721209,exp1,payoff,full
"r_participant__hu[211,condpresent]",0.9999905899435045,exp1,payoff,full
"r_participant__hu[212,condpresent]",1.0001034942072025,exp1,payoff,full
"r_participant__hu[213,condpresent]",1.0003303119902942,exp1,payoff,full
"r_participant__hu[214,condpresent]",1.0000076072830795,exp1,payoff,full
"r_participant__hu[215,condpresent]",1.0000461423682308,exp1,payoff,full
"r_participant__hu[216,condpresent]",0.9999878774125529,exp1,payoff,full
"r_participant__hu[217,condpresent]",1.0002160432492504,exp1,payoff,full
"r_participant__hu[218,condpresent]",1.0000628465472257,exp1,payoff,full
"r_participant__hu[219,condpresent]",0.9999891695238143,exp1,payoff,full
"r_participant__hu[220,condpresent]",0.9999411425397079,exp1,payoff,full
"r_participant__hu[221,condpresent]",1.0001867630496817,exp1,payoff,full
"r_participant__hu[222,condpresent]",1.0000333882473764,exp1,payoff,full
"r_participant__hu[223,condpresent]",0.9999954976505723,exp1,payoff,full
"r_participant__hu[224,condpresent]",1.000122133348816,exp1,payoff,full
"r_participant__hu[225,condpresent]",0.9999475913722924,exp1,payoff,full
"r_participant__hu[226,condpresent]",1.0001827986473033,exp1,payoff,full
"r_participant__hu[227,condpresent]",0.9999941780175938,exp1,payoff,full
"r_participant__hu[228,condpresent]",1.0002502780597256,exp1,payoff,full
"r_participant__hu[229,condpresent]",1.0001152218165135,exp1,payoff,full
"r_participant__hu[230,condpresent]",1.0000981271821339,exp1,payoff,full
"r_participant__hu[231,condpresent]",1.000115744808679,exp1,payoff,full
"r_participant__hu[232,condpresent]",1.0000008883103202,exp1,payoff,full
"r_participant__hu[233,condpresent]",1.0000327689632917,exp1,payoff,full
"r_participant__hu[234,condpresent]",1.0001013693843566,exp1,payoff,full
"r_participant__hu[235,condpresent]",1.0000522616928995,exp1,payoff,full
"r_participant__hu[236,condpresent]",1.000084666981233,exp1,payoff,full
"r_participant__hu[237,condpresent]",1.0000262076534066,exp1,payoff,full
lprior,1.001459872210498,exp1,payoff,full
lp__,1.0003792457351905,exp1,payoff,full
"z_1[1,1]",1.000124393299695,exp1,payoff,full
"z_1[2,1]",1.0000272429869057,exp1,payoff,full
"z_1[1,2]",1.000118511252465,exp1,payoff,full
"z_1[2,2]",1.0000904494462146,exp1,payoff,full
"z_1[1,3]",1.0002649863823625,exp1,payoff,full
"z_1[2,3]",1.0000975442497713,exp1,payoff,full
"z_1[1,4]",1.0002552283268,exp1,payoff,full
"z_1[2,4]",1.0001795799036233,exp1,payoff,full
"z_1[1,5]",1.000248330240245,exp1,payoff,full
"z_1[2,5]",1.0000865699686317,exp1,payoff,full
"z_1[1,6]",1.0001294628055704,exp1,payoff,full
"z_1[2,6]",1.000168328077254,exp1,payoff,full
"z_1[1,7]",1.000239864093971,exp1,payoff,full
"z_1[2,7]",1.0001755248639033,exp1,payoff,full
"z_1[1,8]",1.0001304099193928,exp1,payoff,full
"z_1[2,8]",0.9999804154088167,exp1,payoff,full
"z_1[1,9]",1.0001977985752948,exp1,payoff,full
"z_1[2,9]",1.000103321778942,exp1,payoff,full
"z_1[1,10]",1.0002258583768535,exp1,payoff,full
"z_1[2,10]",1.000054459855222,exp1,payoff,full
"z_1[1,11]",1.0002081118461932,exp1,payoff,full
"z_1[2,11]",1.000071603161551,exp1,payoff,full
"z_1[1,12]",1.0000961030762345,exp1,payoff,full
"z_1[2,12]",1.00011614519956,exp1,payoff,full
"z_1[1,13]",1.0001220582355184,exp1,payoff,full
"z_1[2,13]",1.0000202785891232,exp1,payoff,full
"z_1[1,14]",1.0001333755531885,exp1,payoff,full
"z_1[2,14]",1.0002559133332711,exp1,payoff,full
"z_1[1,15]",1.0002305756323269,exp1,payoff,full
"z_1[2,15]",1.0000447595213438,exp1,payoff,full
"z_1[1,16]",1.000240147633909,exp1,payoff,full
"z_1[2,16]",1.0001403381820457,exp1,payoff,full
"z_1[1,17]",1.000190420594514,exp1,payoff,full
"z_1[2,17]",1.0000574343830695,exp1,payoff,full
"z_1[1,18]",1.0002383330656988,exp1,payoff,full
"z_1[2,18]",1.0001288321763517,exp1,payoff,full
"z_1[1,19]",1.0001084831735894,exp1,payoff,full
"z_1[2,19]",1.0000972515785131,exp1,payoff,full
"z_1[1,20]",1.000318031780538,exp1,payoff,full
"z_1[2,20]",1.0000894528969444,exp1,payoff,full
"z_1[1,21]",1.000242238047003,exp1,payoff,full
"z_1[2,21]",1.0001351358323038,exp1,payoff,full
"z_1[1,22]",1.0001139081491628,exp1,payoff,full
"z_1[2,22]",1.0000319170991914,exp1,payoff,full
"z_1[1,23]",1.0003756039941474,exp1,payoff,full
"z_1[2,23]",1.0001212200531375,exp1,payoff,full
"z_1[1,24]",1.0002082493896272,exp1,payoff,full
"z_1[2,24]",1.0000135716778618,exp1,payoff,full
"z_1[1,25]",1.0000960602321132,exp1,payoff,full
"z_1[2,25]",1.0001213813478846,exp1,payoff,full
"z_1[1,26]",1.0000739574990924,exp1,payoff,full
"z_1[2,26]",1.0000695931199883,exp1,payoff,full
"z_1[1,27]",1.0003934776869963,exp1,payoff,full
"z_1[2,27]",1.0002956170183792,exp1,payoff,full
"z_1[1,28]",1.0004918380567218,exp1,payoff,full
"z_1[2,28]",1.00005818520627,exp1,payoff,full
"z_1[1,29]",1.0000257366617025,exp1,payoff,full
"z_1[2,29]",1.0000521451690263,exp1,payoff,full
"z_1[1,30]",1.000014385049052,exp1,payoff,full
"z_1[2,30]",1.0001837502213968,exp1,payoff,full
"z_1[1,31]",1.0002571765174524,exp1,payoff,full
"z_1[2,31]",1.0001699961037147,exp1,payoff,full
"z_1[1,32]",1.000122026086655,exp1,payoff,full
"z_1[2,32]",1.0000218659824804,exp1,payoff,full
"z_1[1,33]",1.0002104564568526,exp1,payoff,full
"z_1[2,33]",1.0000313172920534,exp1,payoff,full
"z_1[1,34]",1.0001821814330343,exp1,payoff,full
"z_1[2,34]",1.0001848109565168,exp1,payoff,full
"z_1[1,35]",1.0005429613187262,exp1,payoff,full
"z_1[2,35]",1.0000891204915534,exp1,payoff,full
"z_1[1,36]",1.0001990649327328,exp1,payoff,full
"z_1[2,36]",1.0001299975629523,exp1,payoff,full
"z_1[1,37]",1.0000889323304967,exp1,payoff,full
"z_1[2,37]",1.0000733594496127,exp1,payoff,full
"z_1[1,38]",1.0000164554099078,exp1,payoff,full
"z_1[2,38]",1.0000291201675455,exp1,payoff,full
"z_1[1,39]",1.0004489171975055,exp1,payoff,full
"z_1[2,39]",1.0001701014276938,exp1,payoff,full
"z_1[1,40]",1.0001614410048634,exp1,payoff,full
"z_1[2,40]",1.000539396821849,exp1,payoff,full
"z_1[1,41]",1.0002123037653836,exp1,payoff,full
"z_1[2,41]",0.9999594635055827,exp1,payoff,full
"z_1[1,42]",1.0000669445758508,exp1,payoff,full
"z_1[2,42]",1.000097291269361,exp1,payoff,full
"z_1[1,43]",1.0001488410145642,exp1,payoff,full
"z_1[2,43]",1.0002713667432936,exp1,payoff,full
"z_1[1,44]",1.0002046642042524,exp1,payoff,full
"z_1[2,44]",1.0002356974529907,exp1,payoff,full
"z_1[1,45]",1.0000280545988063,exp1,payoff,full
"z_1[2,45]",1.0000836768902819,exp1,payoff,full
"z_1[1,46]",1.0002096273982655,exp1,payoff,full
"z_1[2,46]",1.0000801108025237,exp1,payoff,full
"z_1[1,47]",1.0001229281931772,exp1,payoff,full
"z_1[2,47]",1.0001587406797714,exp1,payoff,full
"z_1[1,48]",1.00006201088798,exp1,payoff,full
"z_1[2,48]",1.0000737122099919,exp1,payoff,full
"z_1[1,49]",1.0001139924847988,exp1,payoff,full
"z_1[2,49]",1.000023370973631,exp1,payoff,full
"z_1[1,50]",1.000248375771744,exp1,payoff,full
"z_1[2,50]",0.9999985324480858,exp1,payoff,full
"z_1[1,51]",1.0003019251629734,exp1,payoff,full
"z_1[2,51]",0.9999983991207158,exp1,payoff,full
"z_1[1,52]",1.0001665651971563,exp1,payoff,full
"z_1[2,52]",1.0001656549929512,exp1,payoff,full
"z_1[1,53]",1.0000002038914575,exp1,payoff,full
"z_1[2,53]",1.0000175747331685,exp1,payoff,full
"z_1[1,54]",1.000166265749594,exp1,payoff,full
"z_1[2,54]",1.0001059131582033,exp1,payoff,full
"z_1[1,55]",1.000162035460866,exp1,payoff,full
"z_1[2,55]",1.0000305150983047,exp1,payoff,full
"z_1[1,56]",1.0002022477310262,exp1,payoff,full
"z_1[2,56]",1.0001516810590814,exp1,payoff,full
"z_1[1,57]",1.0001238310998968,exp1,payoff,full
"z_1[2,57]",1.0000924794860657,exp1,payoff,full
"z_1[1,58]",1.000316440986111,exp1,payoff,full
"z_1[2,58]",1.000219683946386,exp1,payoff,full
"z_1[1,59]",1.000335552706301,exp1,payoff,full
"z_1[2,59]",1.0000239270537454,exp1,payoff,full
"z_1[1,60]",1.0001430425665312,exp1,payoff,full
"z_1[2,60]",1.0000304254523125,exp1,payoff,full
"z_1[1,61]",1.0003394454774648,exp1,payoff,full
"z_1[2,61]",1.0001999040957343,exp1,payoff,full
"z_1[1,62]",1.0000822520524275,exp1,payoff,full
"z_1[2,62]",1.0003145758155028,exp1,payoff,full
"z_1[1,63]",1.000045581417006,exp1,payoff,full
"z_1[2,63]",1.0000054642827634,exp1,payoff,full
"z_1[1,64]",1.000046110934945,exp1,payoff,full
"z_1[2,64]",0.9999799054420828,exp1,payoff,full
"L_1[1,1]",NA,exp1,payoff,full
"L_1[2,1]",1.0001195645216465,exp1,payoff,full
"L_1[1,2]",NA,exp1,payoff,full
"L_1[2,2]",0.9999833090100226,exp1,payoff,full
"z_2[1,1]",1.0004695689434522,exp1,payoff,full
"z_2[2,1]",1.0001031397932316,exp1,payoff,full
"z_2[1,2]",1.000413277673681,exp1,payoff,full
"z_2[2,2]",1.000172010585322,exp1,payoff,full
"z_2[1,3]",1.0002319332018266,exp1,payoff,full
"z_2[2,3]",1.0001029156007524,exp1,payoff,full
"z_2[1,4]",1.0004382095899758,exp1,payoff,full
"z_2[2,4]",1.0001403531524053,exp1,payoff,full
"z_2[1,5]",1.0004224407397486,exp1,payoff,full
"z_2[2,5]",1.000277029502433,exp1,payoff,full
"z_2[1,6]",1.000148251004875,exp1,payoff,full
"z_2[2,6]",1.0000369854791336,exp1,payoff,full
"z_2[1,7]",1.0002181906568948,exp1,payoff,full
"z_2[2,7]",1.0000957122675334,exp1,payoff,full
"z_2[1,8]",1.0004129862131068,exp1,payoff,full
"z_2[2,8]",1.0000756655882757,exp1,payoff,full
"z_2[1,9]",1.0004269873972518,exp1,payoff,full
"z_2[2,9]",1.0000035893835566,exp1,payoff,full
"z_2[1,10]",1.000138990962924,exp1,payoff,full
"z_2[2,10]",1.0000221008236594,exp1,payoff,full
"z_2[1,11]",1.0003209755644222,exp1,payoff,full
"z_2[2,11]",1.0001459139376105,exp1,payoff,full
"z_2[1,12]",1.0005020470741723,exp1,payoff,full
"z_2[2,12]",1.0000130134849459,exp1,payoff,full
"z_2[1,13]",1.0005847571311899,exp1,payoff,full
"z_2[2,13]",1.0001817486056148,exp1,payoff,full
"z_2[1,14]",1.0003061031574225,exp1,payoff,full
"z_2[2,14]",1.0000785650002038,exp1,payoff,full
"z_2[1,15]",1.000392481932981,exp1,payoff,full
