parameter,rhat,experiment,condition,model_name
"r_participant__hu[126,Intercept]",1.0003581531530001,exp2,payoff,hurdle
"r_participant__hu[127,Intercept]",1.0003072341152146,exp2,payoff,hurdle
"r_participant__hu[128,Intercept]",1.000529171882224,exp2,payoff,hurdle
"r_participant__hu[129,Intercept]",1.0006087053878023,exp2,payoff,hurdle
"r_participant__hu[130,Intercept]",1.0005374401439622,exp2,payoff,hurdle
"r_participant__hu[131,Intercept]",1.000480345656266,exp2,payoff,hurdle
"r_participant__hu[132,Intercept]",1.000513174509283,exp2,payoff,hurdle
"r_participant__hu[133,Intercept]",1.0003649379244295,exp2,payoff,hurdle
"r_participant__hu[134,Intercept]",1.0006377587511162,exp2,payoff,hurdle
"r_participant__hu[135,Intercept]",1.0005173492302069,exp2,payoff,hurdle
"r_participant__hu[136,Intercept]",1.0005361974962872,exp2,payoff,hurdle
"r_participant__hu[137,Intercept]",1.0003803590401932,exp2,payoff,hurdle
"r_participant__hu[138,Intercept]",1.0005498894442062,exp2,payoff,hurdle
"r_participant__hu[139,Intercept]",1.000317619365893,exp2,payoff,hurdle
"r_participant__hu[140,Intercept]",1.0003850348853929,exp2,payoff,hurdle
"r_participant__hu[141,Intercept]",1.0005205022409391,exp2,payoff,hurdle
"r_participant__hu[142,Intercept]",1.0006335122727525,exp2,payoff,hurdle
"r_participant__hu[143,Intercept]",1.0006286615880386,exp2,payoff,hurdle
"r_participant__hu[145,Intercept]",1.0004242301343313,exp2,payoff,hurdle
"r_participant__hu[146,Intercept]",1.0004505978972489,exp2,payoff,hurdle
"r_participant__hu[147,Intercept]",1.000383731066831,exp2,payoff,hurdle
"r_participant__hu[148,Intercept]",1.000136072675665,exp2,payoff,hurdle
"r_participant__hu[149,Intercept]",1.0002776756742668,exp2,payoff,hurdle
"r_participant__hu[150,Intercept]",1.0005574929438226,exp2,payoff,hurdle
"r_participant__hu[151,Intercept]",1.000276112117268,exp2,payoff,hurdle
"r_participant__hu[152,Intercept]",1.0009222185726596,exp2,payoff,hurdle
"r_participant__hu[153,Intercept]",1.0005326766091829,exp2,payoff,hurdle
"r_participant__hu[154,Intercept]",1.0004106711328922,exp2,payoff,hurdle
"r_participant__hu[155,Intercept]",1.0002362513732557,exp2,payoff,hurdle
"r_participant__hu[157,Intercept]",1.0004467288098513,exp2,payoff,hurdle
"r_participant__hu[158,Intercept]",1.0004076474552053,exp2,payoff,hurdle
"r_participant__hu[159,Intercept]",1.0004363900314033,exp2,payoff,hurdle
"r_participant__hu[160,Intercept]",1.0007587229200825,exp2,payoff,hurdle
"r_participant__hu[161,Intercept]",1.000575636206641,exp2,payoff,hurdle
"r_participant__hu[162,Intercept]",1.0004807760748728,exp2,payoff,hurdle
"r_participant__hu[163,Intercept]",1.0003338013468286,exp2,payoff,hurdle
"r_participant__hu[164,Intercept]",1.0006260786649042,exp2,payoff,hurdle
"r_participant__hu[165,Intercept]",1.000681357111909,exp2,payoff,hurdle
"r_participant__hu[166,Intercept]",1.000389087376916,exp2,payoff,hurdle
"r_participant__hu[167,Intercept]",1.0002752885335275,exp2,payoff,hurdle
"r_participant__hu[168,Intercept]",1.0006860170001255,exp2,payoff,hurdle
"r_participant__hu[116,condpresent]",1.0000712263015694,exp2,payoff,hurdle
"r_participant__hu[117,condpresent]",1.0001367348416823,exp2,payoff,hurdle
"r_participant__hu[118,condpresent]",1.0001481544129207,exp2,payoff,hurdle
"r_participant__hu[119,condpresent]",1.0001870876838785,exp2,payoff,hurdle
"r_participant__hu[120,condpresent]",1.0001554562180153,exp2,payoff,hurdle
"r_participant__hu[121,condpresent]",1.0002147216651984,exp2,payoff,hurdle
"r_participant__hu[122,condpresent]",1.0001595027541061,exp2,payoff,hurdle
"r_participant__hu[123,condpresent]",1.0000881793868421,exp2,payoff,hurdle
"r_participant__hu[124,condpresent]",1.0002135856337189,exp2,payoff,hurdle
"r_participant__hu[126,condpresent]",1.0001097407661725,exp2,payoff,hurdle
"r_participant__hu[127,condpresent]",1.0001880422498828,exp2,payoff,hurdle
"r_participant__hu[128,condpresent]",1.0004302606252502,exp2,payoff,hurdle
"r_participant__hu[129,condpresent]",1.0001832436877027,exp2,payoff,hurdle
"r_participant__hu[130,condpresent]",1.000290187603093,exp2,payoff,hurdle
"r_participant__hu[131,condpresent]",1.0000945956470277,exp2,payoff,hurdle
"r_participant__hu[132,condpresent]",1.0001817361744274,exp2,payoff,hurdle
"r_participant__hu[133,condpresent]",1.0000959960656797,exp2,payoff,hurdle
"r_participant__hu[134,condpresent]",1.0000818364175035,exp2,payoff,hurdle
"r_participant__hu[135,condpresent]",1.0001119803912635,exp2,payoff,hurdle
"r_participant__hu[136,condpresent]",1.0003290594893919,exp2,payoff,hurdle
"r_participant__hu[137,condpresent]",1.0001299137351485,exp2,payoff,hurdle
"r_participant__hu[138,condpresent]",1.0001228635270534,exp2,payoff,hurdle
"r_participant__hu[139,condpresent]",1.0001443472252896,exp2,payoff,hurdle
"r_participant__hu[140,condpresent]",1.0000993909807099,exp2,payoff,hurdle
"r_participant__hu[141,condpresent]",1.0000705392943057,exp2,payoff,hurdle
"r_participant__hu[142,condpresent]",1.0001288486209572,exp2,payoff,hurdle
"r_participant__hu[143,condpresent]",1.0001325819517841,exp2,payoff,hurdle
"r_participant__hu[145,condpresent]",1.000077016507003,exp2,payoff,hurdle
"r_participant__hu[146,condpresent]",1.0002885136772435,exp2,payoff,hurdle
"r_participant__hu[147,condpresent]",1.0001690573327813,exp2,payoff,hurdle
"r_participant__hu[148,condpresent]",1.0001721904616816,exp2,payoff,hurdle
"r_participant__hu[149,condpresent]",1.0001236629360923,exp2,payoff,hurdle
"r_participant__hu[150,condpresent]",1.0001467440742644,exp2,payoff,hurdle
"r_participant__hu[151,condpresent]",1.000039406896447,exp2,payoff,hurdle
"r_participant__hu[152,condpresent]",1.0004485251224862,exp2,payoff,hurdle
"r_participant__hu[153,condpresent]",1.000108214099496,exp2,payoff,hurdle
"r_participant__hu[154,condpresent]",1.0002418542379647,exp2,payoff,hurdle
"r_participant__hu[155,condpresent]",1.0000785489265427,exp2,payoff,hurdle
"r_participant__hu[157,condpresent]",1.0000809649286861,exp2,payoff,hurdle
"r_participant__hu[158,condpresent]",1.0000901351610458,exp2,payoff,hurdle
"r_participant__hu[159,condpresent]",1.0000510198775923,exp2,payoff,hurdle
"r_participant__hu[160,condpresent]",1.0003325360894224,exp2,payoff,hurdle
"r_participant__hu[161,condpresent]",1.0001977437814593,exp2,payoff,hurdle
"r_participant__hu[162,condpresent]",1.0001564204550488,exp2,payoff,hurdle
"r_participant__hu[163,condpresent]",1.000143417542249,exp2,payoff,hurdle
"r_participant__hu[164,condpresent]",1.0000946521161465,exp2,payoff,hurdle
"r_participant__hu[165,condpresent]",1.0001101671479868,exp2,payoff,hurdle
"r_participant__hu[166,condpresent]",1.000281261816176,exp2,payoff,hurdle
"r_participant__hu[167,condpresent]",1.0000988528742687,exp2,payoff,hurdle
"r_participant__hu[168,condpresent]",1.0000632286615836,exp2,payoff,hurdle
lprior,1.0009625804343918,exp2,payoff,hurdle
lp__,1.0004541342025457,exp2,payoff,hurdle
"z_1[1,1]",1.0007898736071157,exp2,payoff,hurdle
"z_1[1,2]",1.0016400256674682,exp2,payoff,hurdle
"z_1[1,3]",1.0005881263775023,exp2,payoff,hurdle
"z_1[1,4]",1.0009740499765811,exp2,payoff,hurdle
"z_1[1,5]",1.0008864604861596,exp2,payoff,hurdle
"z_1[1,6]",1.0019626016296288,exp2,payoff,hurdle
"z_1[1,7]",1.001222983273018,exp2,payoff,hurdle
"z_1[1,8]",1.0006999013718507,exp2,payoff,hurdle
"z_1[1,9]",1.0011116415550974,exp2,payoff,hurdle
"z_1[1,10]",1.0008477507293387,exp2,payoff,hurdle
"z_1[1,11]",1.0017422343248377,exp2,payoff,hurdle
"z_1[1,12]",1.0006938340275568,exp2,payoff,hurdle
"z_1[1,13]",1.001539544284402,exp2,payoff,hurdle
"z_1[1,14]",1.0018624372214722,exp2,payoff,hurdle
"z_1[1,15]",1.0007475114107147,exp2,payoff,hurdle
"z_1[1,16]",1.0009621554690877,exp2,payoff,hurdle
"z_1[1,17]",1.0004382180946039,exp2,payoff,hurdle
"z_1[1,18]",1.0014130715637877,exp2,payoff,hurdle
"z_1[1,19]",1.0008777628593974,exp2,payoff,hurdle
"z_1[1,20]",1.002054424776925,exp2,payoff,hurdle
"z_1[1,21]",1.0015704751122008,exp2,payoff,hurdle
"z_1[1,22]",1.0010626393017343,exp2,payoff,hurdle
"z_1[1,23]",1.0014804310455,exp2,payoff,hurdle
"z_1[1,24]",1.0009439156802613,exp2,payoff,hurdle
"z_1[1,25]",1.0008422388542921,exp2,payoff,hurdle
"z_1[1,26]",1.000853361112208,exp2,payoff,hurdle
"z_1[1,27]",1.0013692122038338,exp2,payoff,hurdle
"z_1[1,28]",1.00181676559451,exp2,payoff,hurdle
"z_1[1,29]",1.0015946361539603,exp2,payoff,hurdle
"z_1[1,30]",1.0007855935017487,exp2,payoff,hurdle
"z_1[1,31]",1.0008951918940114,exp2,payoff,hurdle
"z_1[1,32]",1.0015540243418903,exp2,payoff,hurdle
"z_1[1,33]",1.0006290234258646,exp2,payoff,hurdle
"z_1[1,34]",1.0009166243467291,exp2,payoff,hurdle
"z_1[1,35]",1.0005358676723803,exp2,payoff,hurdle
"z_1[1,36]",1.0006427548487369,exp2,payoff,hurdle
"z_1[1,37]",1.0015430811895767,exp2,payoff,hurdle
"z_1[1,38]",1.0007324367783423,exp2,payoff,hurdle
"z_1[1,39]",1.000695373623064,exp2,payoff,hurdle
"z_1[1,40]",1.001125242224795,exp2,payoff,hurdle
"z_1[1,41]",1.0017425058979306,exp2,payoff,hurdle
"z_1[1,42]",1.0015786027023355,exp2,payoff,hurdle
"z_1[1,43]",1.0011683296808236,exp2,payoff,hurdle
"z_1[1,44]",1.0016034075655262,exp2,payoff,hurdle
"z_1[1,45]",1.000755372816761,exp2,payoff,hurdle
"z_1[1,46]",1.0004209957081307,exp2,payoff,hurdle
"z_1[1,47]",1.0008117526042724,exp2,payoff,hurdle
"z_1[1,48]",1.0014730795146458,exp2,payoff,hurdle
"z_1[1,49]",1.0013897757972576,exp2,payoff,hurdle
"z_1[1,50]",1.0009877344622486,exp2,payoff,hurdle
"z_2[1,1]",1.0002556113074677,exp2,payoff,hurdle
"z_2[2,1]",1.000283052957611,exp2,payoff,hurdle
"z_2[1,2]",1.0002931026463056,exp2,payoff,hurdle
"z_2[2,2]",1.0001323032939429,exp2,payoff,hurdle
"z_2[1,3]",1.000448364008476,exp2,payoff,hurdle
"z_2[2,3]",1.0003290026587552,exp2,payoff,hurdle
"z_2[1,4]",1.0005640146074295,exp2,payoff,hurdle
"z_2[2,4]",1.0001532405900118,exp2,payoff,hurdle
"z_2[1,5]",1.0004018722057957,exp2,payoff,hurdle
"z_2[2,5]",1.0003423344845561,exp2,payoff,hurdle
"z_2[1,6]",1.000386897498284,exp2,payoff,hurdle
"z_2[2,6]",1.000206008440298,exp2,payoff,hurdle
"z_2[1,7]",1.000658509794998,exp2,payoff,hurdle
"z_2[2,7]",1.0000195675993941,exp2,payoff,hurdle
"z_2[1,8]",1.000335502331795,exp2,payoff,hurdle
"z_2[2,8]",1.0001860631608221,exp2,payoff,hurdle
"z_2[1,9]",1.0004792723974283,exp2,payoff,hurdle
"z_2[2,9]",1.0002881552351761,exp2,payoff,hurdle
"z_2[1,10]",1.0002903095210947,exp2,payoff,hurdle
"z_2[2,10]",1.0001954359938399,exp2,payoff,hurdle
"z_2[1,11]",1.000336199205048,exp2,payoff,hurdle
"z_2[2,11]",1.000373969090902,exp2,payoff,hurdle
"z_2[1,12]",1.000552017095598,exp2,payoff,hurdle
"z_2[2,12]",1.00047119238213,exp2,payoff,hurdle
"z_2[1,13]",1.000549216739677,exp2,payoff,hurdle
"z_2[2,13]",1.0001551065908219,exp2,payoff,hurdle
"z_2[1,14]",1.0004287608805829,exp2,payoff,hurdle
"z_2[2,14]",1.000189226070499,exp2,payoff,hurdle
"z_2[1,15]",1.0004856009989984,exp2,payoff,hurdle
"z_2[2,15]",1.0001791922530132,exp2,payoff,hurdle
"z_2[1,16]",1.0004124470128843,exp2,payoff,hurdle
"z_2[2,16]",1.000145093440707,exp2,payoff,hurdle
"z_2[1,17]",1.0003750746942577,exp2,payoff,hurdle
"z_2[2,17]",1.0001512915702413,exp2,payoff,hurdle
"z_2[1,18]",1.0006310039845405,exp2,payoff,hurdle
"z_2[2,18]",0.9999673014914883,exp2,payoff,hurdle
"z_2[1,19]",1.0003793816284796,exp2,payoff,hurdle
"z_2[2,19]",1.000468089576646,exp2,payoff,hurdle
"z_2[1,20]",1.0003856952673673,exp2,payoff,hurdle
"z_2[2,20]",1.0004809671196209,exp2,payoff,hurdle
"z_2[1,21]",1.00037499397316,exp2,payoff,hurdle
"z_2[2,21]",1.0002798603562941,exp2,payoff,hurdle
"z_2[1,22]",1.0004440513046693,exp2,payoff,hurdle
"z_2[2,22]",1.0000802143105254,exp2,payoff,hurdle
"z_2[1,23]",1.0003089323410332,exp2,payoff,hurdle
"z_2[2,23]",1.0002429476765369,exp2,payoff,hurdle
"z_2[1,24]",1.0003187667802642,exp2,payoff,hurdle
"z_2[2,24]",1.000116021742525,exp2,payoff,hurdle
"z_2[1,25]",1.0004786950645006,exp2,payoff,hurdle
"z_2[2,25]",1.000048513347379,exp2,payoff,hurdle
"z_2[1,26]",1.0006967932306874,exp2,payoff,hurdle
"z_2[2,26]",1.0000950843293994,exp2,payoff,hurdle
"z_2[1,27]",1.000606139451662,exp2,payoff,hurdle
"z_2[2,27]",1.0002772775561326,exp2,payoff,hurdle
"z_2[1,28]",1.0003797556936076,exp2,payoff,hurdle
"z_2[2,28]",1.0000558889676827,exp2,payoff,hurdle
"z_2[1,29]",1.0004043836487795,exp2,payoff,hurdle
"z_2[2,29]",1.0006423720740711,exp2,payoff,hurdle
"z_2[1,30]",1.0003702874923392,exp2,payoff,hurdle
"z_2[2,30]",1.0002808573339723,exp2,payoff,hurdle
"z_2[1,31]",1.0001530206440743,exp2,payoff,hurdle
"z_2[2,31]",1.0005392661286117,exp2,payoff,hurdle
"z_2[1,32]",1.0003044271908539,exp2,payoff,hurdle
"z_2[2,32]",1.0002547603399363,exp2,payoff,hurdle
"z_2[1,33]",1.0005229700205358,exp2,payoff,hurdle
"z_2[2,33]",1.0001324667904659,exp2,payoff,hurdle
"z_2[1,34]",1.0001934622140263,exp2,payoff,hurdle
"z_2[2,34]",1.000368585259323,exp2,payoff,hurdle
"z_2[1,35]",1.0008885097170472,exp2,payoff,hurdle
"z_2[2,35]",1.0003498241388165,exp2,payoff,hurdle
"z_2[1,36]",1.0004893019886334,exp2,payoff,hurdle
"z_2[2,36]",1.0003692169745146,exp2,payoff,hurdle
"z_2[1,37]",1.0004048758600703,exp2,payoff,hurdle
"z_2[2,37]",1.0001260557156904,exp2,payoff,hurdle
"z_2[1,38]",1.0004457411478271,exp2,payoff,hurdle
"z_2[2,38]",1.000056399218444,exp2,payoff,hurdle
"z_2[1,39]",1.0004746471303638,exp2,payoff,hurdle
"z_2[2,39]",1.000240559556113,exp2,payoff,hurdle
"z_2[1,40]",1.000381876052339,exp2,payoff,hurdle
"z_2[2,40]",1.000033776942501,exp2,payoff,hurdle
"z_2[1,41]",1.0004306945386243,exp2,payoff,hurdle
"z_2[2,41]",1.0001283707079365,exp2,payoff,hurdle
"z_2[1,42]",1.0008132075620164,exp2,payoff,hurdle
"z_2[2,42]",1.0003247309363283,exp2,payoff,hurdle
"z_2[1,43]",1.000502270743909,exp2,payoff,hurdle
"z_2[2,43]",1.000379176096324,exp2,payoff,hurdle
"z_2[1,44]",1.0004756078188297,exp2,payoff,hurdle
"z_2[2,44]",1.0002163623441018,exp2,payoff,hurdle
"z_2[1,45]",1.0003877705972306,exp2,payoff,hurdle
"z_2[2,45]",1.000271107246632,exp2,payoff,hurdle
"z_2[1,46]",1.0006595720213445,exp2,payoff,hurdle
"z_2[2,46]",1.0001112044033575,exp2,payoff,hurdle
"z_2[1,47]",1.0006485652112005,exp2,payoff,hurdle
"z_2[2,47]",1.0000930659514564,exp2,payoff,hurdle
"z_2[1,48]",1.0004179731869893,exp2,payoff,hurdle
"z_2[2,48]",1.000290353923779,exp2,payoff,hurdle
"z_2[1,49]",1.0002004400290674,exp2,payoff,hurdle
"z_2[2,49]",1.0001884095986127,exp2,payoff,hurdle
"z_2[1,50]",1.0006365015272802,exp2,payoff,hurdle
"z_2[2,50]",1.0001147650438589,exp2,payoff,hurdle
"L_2[1,1]",NA,exp2,payoff,hurdle
"L_2[2,1]",1.0003948471116837,exp2,payoff,hurdle
"L_2[1,2]",NA,exp2,payoff,hurdle
"L_2[2,2]",1.0004109167370627,exp2,payoff,hurdle
