parameter,rhat,experiment,condition,model_name
"r_participant[019,Intercept]",1.0011382488764073,exp2,baserate,hurdle
"r_participant[020,Intercept]",1.0013810351063592,exp2,baserate,hurdle
"r_participant[021,Intercept]",1.001199842419475,exp2,baserate,hurdle
"r_participant[022,Intercept]",1.001391781974323,exp2,baserate,hurdle
"r_participant[023,Intercept]",1.0017552400248022,exp2,baserate,hurdle
"r_participant[024,Intercept]",1.0018069631993938,exp2,baserate,hurdle
"r_participant[026,Intercept]",1.0016767181124777,exp2,baserate,hurdle
"r_participant[027,Intercept]",1.0016537509113757,exp2,baserate,hurdle
"r_participant[029,Intercept]",1.0010695857115535,exp2,baserate,hurdle
"r_participant[030,Intercept]",1.0015005742710847,exp2,baserate,hurdle
"r_participant[031,Intercept]",1.0015673612099802,exp2,baserate,hurdle
"r_participant[033,Intercept]",1.0016150233233776,exp2,baserate,hurdle
"r_participant[034,Intercept]",1.0017254173934669,exp2,baserate,hurdle
"r_participant[036,Intercept]",1.0014894883911087,exp2,baserate,hurdle
"r_participant[037,Intercept]",1.0015907623069396,exp2,baserate,hurdle
"r_participant[038,Intercept]",1.0017963943922932,exp2,baserate,hurdle
"r_participant[039,Intercept]",1.0016100704389592,exp2,baserate,hurdle
"r_participant[041,Intercept]",1.0016045249323449,exp2,baserate,hurdle
"r_participant[042,Intercept]",1.0009495898296485,exp2,baserate,hurdle
"r_participant[043,Intercept]",1.001606323054909,exp2,baserate,hurdle
"r_participant[044,Intercept]",1.0020023750749312,exp2,baserate,hurdle
"r_participant[045,Intercept]",1.0021265977086644,exp2,baserate,hurdle
"r_participant[046,Intercept]",1.0014662194212376,exp2,baserate,hurdle
"r_participant[047,Intercept]",1.0013822019076586,exp2,baserate,hurdle
"r_participant[048,Intercept]",1.0015109031074785,exp2,baserate,hurdle
"r_participant[050,Intercept]",1.0013596786929608,exp2,baserate,hurdle
"r_participant[051,Intercept]",1.0017391463127698,exp2,baserate,hurdle
"r_participant[052,Intercept]",1.001936765377682,exp2,baserate,hurdle
"r_participant[053,Intercept]",1.001315355715879,exp2,baserate,hurdle
"r_participant[054,Intercept]",1.0018738755680092,exp2,baserate,hurdle
"r_participant[055,Intercept]",1.00141283978586,exp2,baserate,hurdle
"r_participant[056,Intercept]",1.0018793054916146,exp2,baserate,hurdle
"r_participant[057,Intercept]",1.0015558384515437,exp2,baserate,hurdle
"r_participant[058,Intercept]",1.0013408452235613,exp2,baserate,hurdle
"r_participant[059,Intercept]",1.0016715751316718,exp2,baserate,hurdle
"r_participant[060,Intercept]",1.0015902275194055,exp2,baserate,hurdle
"r_participant[061,Intercept]",1.0014038958048412,exp2,baserate,hurdle
"r_participant[062,Intercept]",1.0010981197882483,exp2,baserate,hurdle
"r_participant[063,Intercept]",1.0014152595249037,exp2,baserate,hurdle
"r_participant[064,Intercept]",1.0017831662451133,exp2,baserate,hurdle
"r_participant__hu[001,Intercept]",1.0002093607398415,exp2,baserate,hurdle
"r_participant__hu[002,Intercept]",1.0002813860729423,exp2,baserate,hurdle
"r_participant__hu[003,Intercept]",1.0002199573641264,exp2,baserate,hurdle
"r_participant__hu[004,Intercept]",1.0003905866736817,exp2,baserate,hurdle
"r_participant__hu[005,Intercept]",1.0002615761636466,exp2,baserate,hurdle
"r_participant__hu[006,Intercept]",1.000212282550317,exp2,baserate,hurdle
"r_participant__hu[007,Intercept]",1.000134300373633,exp2,baserate,hurdle
"r_participant__hu[008,Intercept]",1.0002332785410957,exp2,baserate,hurdle
"r_participant__hu[009,Intercept]",1.0003123907096079,exp2,baserate,hurdle
"r_participant__hu[010,Intercept]",1.0002478487265407,exp2,baserate,hurdle
"r_participant__hu[011,Intercept]",1.0002015706854015,exp2,baserate,hurdle
"r_participant__hu[012,Intercept]",1.000253670360473,exp2,baserate,hurdle
"r_participant__hu[013,Intercept]",1.0002014420933034,exp2,baserate,hurdle
"r_participant__hu[014,Intercept]",1.000131280984172,exp2,baserate,hurdle
"r_participant__hu[015,Intercept]",1.0002068914701077,exp2,baserate,hurdle
"r_participant__hu[016,Intercept]",1.0002393076802487,exp2,baserate,hurdle
"r_participant__hu[017,Intercept]",1.0002998315820508,exp2,baserate,hurdle
"r_participant__hu[018,Intercept]",1.0003061535173874,exp2,baserate,hurdle
"r_participant__hu[019,Intercept]",1.0004442780483906,exp2,baserate,hurdle
"r_participant__hu[020,Intercept]",1.0001386597850639,exp2,baserate,hurdle
"r_participant__hu[021,Intercept]",1.0002014867405236,exp2,baserate,hurdle
"r_participant__hu[022,Intercept]",1.0003360714733336,exp2,baserate,hurdle
"r_participant__hu[023,Intercept]",1.0001777353123917,exp2,baserate,hurdle
"r_participant__hu[024,Intercept]",1.0002210312266056,exp2,baserate,hurdle
"r_participant__hu[026,Intercept]",1.0002062046179647,exp2,baserate,hurdle
"r_participant__hu[027,Intercept]",1.0002997154188837,exp2,baserate,hurdle
"r_participant__hu[029,Intercept]",1.0001253263978402,exp2,baserate,hurdle
"r_participant__hu[030,Intercept]",1.0001367203497349,exp2,baserate,hurdle
"r_participant__hu[031,Intercept]",1.0001722562647235,exp2,baserate,hurdle
"r_participant__hu[033,Intercept]",1.0003768770593224,exp2,baserate,hurdle
"r_participant__hu[034,Intercept]",1.0002134951591097,exp2,baserate,hurdle
"r_participant__hu[036,Intercept]",1.0002158317769676,exp2,baserate,hurdle
"r_participant__hu[037,Intercept]",1.0002545938308411,exp2,baserate,hurdle
"r_participant__hu[038,Intercept]",1.0002170460063304,exp2,baserate,hurdle
"r_participant__hu[039,Intercept]",1.0003729420600087,exp2,baserate,hurdle
"r_participant__hu[041,Intercept]",1.0000903367090832,exp2,baserate,hurdle
"r_participant__hu[042,Intercept]",1.0003061506178614,exp2,baserate,hurdle
"r_participant__hu[043,Intercept]",1.0001864723085696,exp2,baserate,hurdle
"r_participant__hu[044,Intercept]",1.0001687771602956,exp2,baserate,hurdle
"r_participant__hu[045,Intercept]",1.00034990885892,exp2,baserate,hurdle
"r_participant__hu[046,Intercept]",1.00033190108999,exp2,baserate,hurdle
"r_participant__hu[047,Intercept]",1.0002279225226933,exp2,baserate,hurdle
"r_participant__hu[048,Intercept]",1.0003559636683785,exp2,baserate,hurdle
"r_participant__hu[050,Intercept]",1.000393991043743,exp2,baserate,hurdle
"r_participant__hu[051,Intercept]",1.0002014141128026,exp2,baserate,hurdle
"r_participant__hu[052,Intercept]",1.0003203337023334,exp2,baserate,hurdle
"r_participant__hu[053,Intercept]",1.0001843369023493,exp2,baserate,hurdle
"r_participant__hu[054,Intercept]",1.0001096081111158,exp2,baserate,hurdle
"r_participant__hu[055,Intercept]",1.0002571728821077,exp2,baserate,hurdle
"r_participant__hu[056,Intercept]",1.0002775060627527,exp2,baserate,hurdle
"r_participant__hu[057,Intercept]",1.000199317938944,exp2,baserate,hurdle
"r_participant__hu[058,Intercept]",1.0001945802586938,exp2,baserate,hurdle
"r_participant__hu[059,Intercept]",1.0003016588809202,exp2,baserate,hurdle
"r_participant__hu[060,Intercept]",1.0003082231175984,exp2,baserate,hurdle
"r_participant__hu[061,Intercept]",1.0002358600218053,exp2,baserate,hurdle
"r_participant__hu[062,Intercept]",1.000175031813463,exp2,baserate,hurdle
"r_participant__hu[063,Intercept]",1.0004017042852673,exp2,baserate,hurdle
"r_participant__hu[064,Intercept]",1.000173282597038,exp2,baserate,hurdle
"r_participant__hu[001,condpresent]",1.0001232647175688,exp2,baserate,hurdle
"r_participant__hu[002,condpresent]",1.000128723384987,exp2,baserate,hurdle
"r_participant__hu[003,condpresent]",1.0003106824480192,exp2,baserate,hurdle
"r_participant__hu[004,condpresent]",1.0001156484888722,exp2,baserate,hurdle
"r_participant__hu[005,condpresent]",1.0000954140376115,exp2,baserate,hurdle
"r_participant__hu[006,condpresent]",1.0000228216344826,exp2,baserate,hurdle
"r_participant__hu[007,condpresent]",1.000013781558729,exp2,baserate,hurdle
"r_participant__hu[008,condpresent]",0.9999614567066317,exp2,baserate,hurdle
"r_participant__hu[009,condpresent]",1.0000842449516067,exp2,baserate,hurdle
"r_participant__hu[010,condpresent]",1.0002672164863144,exp2,baserate,hurdle
"r_participant__hu[011,condpresent]",1.0000634988235928,exp2,baserate,hurdle
"r_participant__hu[012,condpresent]",1.0002504043557274,exp2,baserate,hurdle
"r_participant__hu[013,condpresent]",1.0000434894842334,exp2,baserate,hurdle
"r_participant__hu[014,condpresent]",1.0000783996820168,exp2,baserate,hurdle
"r_participant__hu[015,condpresent]",1.0000732448678005,exp2,baserate,hurdle
"r_participant__hu[016,condpresent]",1.0001311775342758,exp2,baserate,hurdle
"r_participant__hu[017,condpresent]",1.0001102496930196,exp2,baserate,hurdle
"r_participant__hu[018,condpresent]",0.9999905280437833,exp2,baserate,hurdle
"r_participant__hu[019,condpresent]",1.0001015986965267,exp2,baserate,hurdle
"r_participant__hu[020,condpresent]",1.0000231332291583,exp2,baserate,hurdle
"r_participant__hu[021,condpresent]",1.000064214098027,exp2,baserate,hurdle
"r_participant__hu[022,condpresent]",0.9999568521221669,exp2,baserate,hurdle
"r_participant__hu[023,condpresent]",1.0003804100450409,exp2,baserate,hurdle
"r_participant__hu[024,condpresent]",1.0000317692749945,exp2,baserate,hurdle
"r_participant__hu[026,condpresent]",1.0000904848261274,exp2,baserate,hurdle
"r_participant__hu[027,condpresent]",1.0002460704537128,exp2,baserate,hurdle
"r_participant__hu[029,condpresent]",1.0001763370348806,exp2,baserate,hurdle
"r_participant__hu[030,condpresent]",0.9999816519839397,exp2,baserate,hurdle
"r_participant__hu[031,condpresent]",1.0002176982127813,exp2,baserate,hurdle
"r_participant__hu[033,condpresent]",1.0001131999849613,exp2,baserate,hurdle
"r_participant__hu[034,condpresent]",1.0001143683695808,exp2,baserate,hurdle
"r_participant__hu[036,condpresent]",1.000106442953774,exp2,baserate,hurdle
"r_participant__hu[037,condpresent]",1.0000573443775655,exp2,baserate,hurdle
"r_participant__hu[038,condpresent]",1.0001705174320383,exp2,baserate,hurdle
"r_participant__hu[039,condpresent]",1.000120691351564,exp2,baserate,hurdle
"r_participant__hu[041,condpresent]",1.0001261548403413,exp2,baserate,hurdle
"r_participant__hu[042,condpresent]",1.0000892086252844,exp2,baserate,hurdle
"r_participant__hu[043,condpresent]",1.0000406277002394,exp2,baserate,hurdle
"r_participant__hu[044,condpresent]",1.0000403397636486,exp2,baserate,hurdle
"r_participant__hu[045,condpresent]",1.0000574439566938,exp2,baserate,hurdle
"r_participant__hu[046,condpresent]",1.0002487970762233,exp2,baserate,hurdle
"r_participant__hu[047,condpresent]",1.0000864226290653,exp2,baserate,hurdle
"r_participant__hu[048,condpresent]",1.00009309102449,exp2,baserate,hurdle
"r_participant__hu[050,condpresent]",1.0002392143843222,exp2,baserate,hurdle
"r_participant__hu[051,condpresent]",1.0001543018847696,exp2,baserate,hurdle
"r_participant__hu[052,condpresent]",1.0001053858550384,exp2,baserate,hurdle
"r_participant__hu[053,condpresent]",1.0000854260395426,exp2,baserate,hurdle
"r_participant__hu[054,condpresent]",1.0000932500566468,exp2,baserate,hurdle
"r_participant__hu[055,condpresent]",1.000029290230382,exp2,baserate,hurdle
"r_participant__hu[056,condpresent]",1.0001109341122227,exp2,baserate,hurdle
"r_participant__hu[057,condpresent]",1.000069328453515,exp2,baserate,hurdle
"r_participant__hu[058,condpresent]",1.0000276137572857,exp2,baserate,hurdle
"r_participant__hu[059,condpresent]",1.0000802035561709,exp2,baserate,hurdle
"r_participant__hu[060,condpresent]",1.000055962962966,exp2,baserate,hurdle
"r_participant__hu[061,condpresent]",0.9999963576283399,exp2,baserate,hurdle
"r_participant__hu[062,condpresent]",1.000031312468255,exp2,baserate,hurdle
"r_participant__hu[063,condpresent]",1.0001352576854563,exp2,baserate,hurdle
"r_participant__hu[064,condpresent]",1.000152489536147,exp2,baserate,hurdle
lprior,1.0008844862397588,exp2,baserate,hurdle
lp__,1.0008060966592613,exp2,baserate,hurdle
"z_1[1,1]",1.0016080661191704,exp2,baserate,hurdle
"z_1[1,2]",1.001758641061063,exp2,baserate,hurdle
"z_1[1,3]",1.0009759369172562,exp2,baserate,hurdle
"z_1[1,4]",1.0015130833662917,exp2,baserate,hurdle
"z_1[1,5]",1.002039688404223,exp2,baserate,hurdle
"z_1[1,6]",1.0013988350327174,exp2,baserate,hurdle
"z_1[1,7]",1.0017256653307403,exp2,baserate,hurdle
"z_1[1,8]",1.001557425960231,exp2,baserate,hurdle
"z_1[1,9]",1.0014979936691473,exp2,baserate,hurdle
"z_1[1,10]",1.0004854627685522,exp2,baserate,hurdle
"z_1[1,11]",1.0012793470422952,exp2,baserate,hurdle
"z_1[1,12]",1.002267249710058,exp2,baserate,hurdle
"z_1[1,13]",1.0021058741232465,exp2,baserate,hurdle
"z_1[1,14]",1.0018088468753739,exp2,baserate,hurdle
"z_1[1,15]",1.0019821691633959,exp2,baserate,hurdle
"z_1[1,16]",1.0012714755805765,exp2,baserate,hurdle
"z_1[1,17]",1.0004554108746648,exp2,baserate,hurdle
"z_1[1,18]",1.002372312527173,exp2,baserate,hurdle
"z_1[1,19]",1.0011237708865677,exp2,baserate,hurdle
"z_1[1,20]",1.002057975248709,exp2,baserate,hurdle
"z_1[1,21]",1.0016876547357874,exp2,baserate,hurdle
"z_1[1,22]",1.0009778771739346,exp2,baserate,hurdle
"z_1[1,23]",1.0005404147547887,exp2,baserate,hurdle
"z_1[1,24]",1.002409769307397,exp2,baserate,hurdle
"z_1[1,25]",1.0021964542542618,exp2,baserate,hurdle
"z_1[1,26]",1.0013244306587148,exp2,baserate,hurdle
"z_1[1,27]",1.0013341879763455,exp2,baserate,hurdle
"z_1[1,28]",1.0011706418315567,exp2,baserate,hurdle
"z_1[1,29]",1.0020803677621424,exp2,baserate,hurdle
"z_1[1,30]",1.0023466150915403,exp2,baserate,hurdle
"z_1[1,31]",1.00172524756462,exp2,baserate,hurdle
"z_1[1,32]",1.0012502338075693,exp2,baserate,hurdle
"z_1[1,33]",1.002287923880954,exp2,baserate,hurdle
"z_1[1,34]",1.0023703715459173,exp2,baserate,hurdle
"z_1[1,35]",1.0022852803274458,exp2,baserate,hurdle
"z_1[1,36]",1.001074076592418,exp2,baserate,hurdle
"z_1[1,37]",1.001243859578381,exp2,baserate,hurdle
"z_1[1,38]",1.0012355118946055,exp2,baserate,hurdle
"z_1[1,39]",1.0024991817289821,exp2,baserate,hurdle
"z_1[1,40]",1.0008044827305678,exp2,baserate,hurdle
"z_1[1,41]",1.0007344263161697,exp2,baserate,hurdle
"z_1[1,42]",1.0021263967184582,exp2,baserate,hurdle
"z_1[1,43]",1.0013520183189095,exp2,baserate,hurdle
"z_1[1,44]",1.0009699821433562,exp2,baserate,hurdle
"z_1[1,45]",1.001127611570729,exp2,baserate,hurdle
"z_1[1,46]",1.0025342508810569,exp2,baserate,hurdle
"z_1[1,47]",1.0012178222642107,exp2,baserate,hurdle
"z_1[1,48]",1.0017467714167467,exp2,baserate,hurdle
"z_1[1,49]",1.000772805471932,exp2,baserate,hurdle
"z_1[1,50]",1.000645186701418,exp2,baserate,hurdle
"z_1[1,51]",1.0005134251889591,exp2,baserate,hurdle
"z_1[1,52]",1.0017735165855632,exp2,baserate,hurdle
"z_1[1,53]",1.0009709475172035,exp2,baserate,hurdle
"z_1[1,54]",1.0012724524215737,exp2,baserate,hurdle
"z_1[1,55]",1.0016008965816543,exp2,baserate,hurdle
"z_1[1,56]",1.000441392082031,exp2,baserate,hurdle
"z_1[1,57]",1.0020092836616334,exp2,baserate,hurdle
"z_1[1,58]",1.0019161169888413,exp2,baserate,hurdle
"z_2[1,1]",1.000187248378342,exp2,baserate,hurdle
"z_2[2,1]",1.0002013631912208,exp2,baserate,hurdle
"z_2[1,2]",1.000260483332682,exp2,baserate,hurdle
"z_2[2,2]",1.0003352463689823,exp2,baserate,hurdle
"z_2[1,3]",1.0003679419212703,exp2,baserate,hurdle
"z_2[2,3]",1.00043331033318,exp2,baserate,hurdle
"z_2[1,4]",1.0003068973364582,exp2,baserate,hurdle
"z_2[2,4]",1.0001559169966714,exp2,baserate,hurdle
"z_2[1,5]",1.0003291768093714,exp2,baserate,hurdle
"z_2[2,5]",1.0002815664716525,exp2,baserate,hurdle
"z_2[1,6]",1.0002082435498234,exp2,baserate,hurdle
"z_2[2,6]",1.0001695100951689,exp2,baserate,hurdle
"z_2[1,7]",1.0002617303432597,exp2,baserate,hurdle
"z_2[2,7]",1.0002681001310496,exp2,baserate,hurdle
"z_2[1,8]",1.000198034940733,exp2,baserate,hurdle
"z_2[2,8]",1.0002006439184785,exp2,baserate,hurdle
"z_2[1,9]",1.0005726635501582,exp2,baserate,hurdle
"z_2[2,9]",1.0004066791650255,exp2,baserate,hurdle
"z_2[1,10]",1.000284551357764,exp2,baserate,hurdle
"z_2[2,10]",1.0004590946479552,exp2,baserate,hurdle
"z_2[1,11]",1.0000698360818667,exp2,baserate,hurdle
"z_2[2,11]",1.0002793817451048,exp2,baserate,hurdle
"z_2[1,12]",1.0001133834282976,exp2,baserate,hurdle
"z_2[2,12]",1.0003547132834107,exp2,baserate,hurdle
"z_2[1,13]",1.000127040765141,exp2,baserate,hurdle
"z_2[2,13]",1.0001112928985831,exp2,baserate,hurdle
"z_2[1,14]",1.0001458377672532,exp2,baserate,hurdle
"z_2[2,14]",1.000143030117584,exp2,baserate,hurdle
"z_2[1,15]",1.0002993494865307,exp2,baserate,hurdle
"z_2[2,15]",1.0001030315953234,exp2,baserate,hurdle
"z_2[1,16]",1.0003987742844038,exp2,baserate,hurdle
"z_2[2,16]",1.0004108394349414,exp2,baserate,hurdle
"z_2[1,17]",1.0002597889039584,exp2,baserate,hurdle
"z_2[2,17]",1.0000396738151331,exp2,baserate,hurdle
"z_2[1,18]",1.0002121943403288,exp2,baserate,hurdle
"z_2[2,18]",1.0001545684141901,exp2,baserate,hurdle
"z_2[1,19]",1.0007257618059935,exp2,baserate,hurdle
"z_2[2,19]",1.000341325058088,exp2,baserate,hurdle
"z_2[1,20]",1.0003238074722307,exp2,baserate,hurdle
"z_2[2,20]",1.000497477578884,exp2,baserate,hurdle
"z_2[1,21]",1.0002031617069096,exp2,baserate,hurdle
"z_2[2,21]",1.0002019936887592,exp2,baserate,hurdle
"z_2[1,22]",1.0002594549938233,exp2,baserate,hurdle
"z_2[2,22]",1.0002093670724428,exp2,baserate,hurdle
"z_2[1,23]",1.000274566195584,exp2,baserate,hurdle
"z_2[2,23]",1.0000830440262527,exp2,baserate,hurdle
"z_2[1,24]",1.0002562617079598,exp2,baserate,hurdle
"z_2[2,24]",1.0002799725226716,exp2,baserate,hurdle
"z_2[1,25]",1.0000757219732168,exp2,baserate,hurdle
"z_2[2,25]",1.0001173320282086,exp2,baserate,hurdle
"z_2[1,26]",1.0002362998953327,exp2,baserate,hurdle
"z_2[2,26]",1.0001616528507575,exp2,baserate,hurdle
"z_2[1,27]",1.0001510513250964,exp2,baserate,hurdle
"z_2[2,27]",1.0002496421719869,exp2,baserate,hurdle
"z_2[1,28]",1.000318055391096,exp2,baserate,hurdle
"z_2[2,28]",1.0004718971513997,exp2,baserate,hurdle
"z_2[1,29]",1.0001857484314074,exp2,baserate,hurdle
"z_2[2,29]",1.0001345892460802,exp2,baserate,hurdle
"z_2[1,30]",1.0001368340371841,exp2,baserate,hurdle
"z_2[2,30]",1.0001233430528533,exp2,baserate,hurdle
"z_2[1,31]",1.000117437513379,exp2,baserate,hurdle
"z_2[2,31]",1.0000934265127726,exp2,baserate,hurdle
"z_2[1,32]",1.0001227184351156,exp2,baserate,hurdle
"z_2[2,32]",1.000230364914869,exp2,baserate,hurdle
"z_2[1,33]",1.000432119174491,exp2,baserate,hurdle
"z_2[2,33]",1.000214462223708,exp2,baserate,hurdle
"z_2[1,34]",1.0003206477678726,exp2,baserate,hurdle
"z_2[2,34]",1.000024655324519,exp2,baserate,hurdle
"z_2[1,35]",1.0004625976900094,exp2,baserate,hurdle
"z_2[2,35]",1.0000890537297993,exp2,baserate,hurdle
"z_2[1,36]",1.0002995640178416,exp2,baserate,hurdle
"z_2[2,36]",1.000544039124251,exp2,baserate,hurdle
"z_2[1,37]",1.0003470977044011,exp2,baserate,hurdle
"z_2[2,37]",1.0002590283331019,exp2,baserate,hurdle
"z_2[1,38]",1.0003575099551005,exp2,baserate,hurdle
"z_2[2,38]",1.0002638398304824,exp2,baserate,hurdle
"z_2[1,39]",1.000072494074691,exp2,baserate,hurdle
"z_2[2,39]",1.0000322197189582,exp2,baserate,hurdle
"z_2[1,40]",1.0002004608250112,exp2,baserate,hurdle
"z_2[2,40]",1.0000144174403134,exp2,baserate,hurdle
"z_2[1,41]",1.0003317711497928,exp2,baserate,hurdle
"z_2[2,41]",1.0001384812968104,exp2,baserate,hurdle
"z_2[1,42]",1.0002284246793658,exp2,baserate,hurdle
"z_2[2,42]",1.0001511485781116,exp2,baserate,hurdle
"z_2[1,43]",1.0003292186774415,exp2,baserate,hurdle
"z_2[2,43]",1.000062873676044,exp2,baserate,hurdle
"z_2[1,44]",1.0006112886019023,exp2,baserate,hurdle
"z_2[2,44]",1.0002571578455477,exp2,baserate,hurdle
"z_2[1,45]",1.0001146652283188,exp2,baserate,hurdle
"z_2[2,45]",1.0002657831244113,exp2,baserate,hurdle
"z_2[1,46]",1.0001177690451775,exp2,baserate,hurdle
"z_2[2,46]",1.0001321407926675,exp2,baserate,hurdle
"z_2[1,47]",1.0003834988661904,exp2,baserate,hurdle
"z_2[2,47]",1.0003626243510737,exp2,baserate,hurdle
"z_2[1,48]",1.0003932820318195,exp2,baserate,hurdle
"z_2[2,48]",1.0004047989429439,exp2,baserate,hurdle
"z_2[1,49]",1.0003451843309006,exp2,baserate,hurdle
"z_2[2,49]",1.0000660467409952,exp2,baserate,hurdle
"z_2[1,50]",1.0001978276353523,exp2,baserate,hurdle
"z_2[2,50]",1.0001384410978975,exp2,baserate,hurdle
"z_2[1,51]",1.0005028868359296,exp2,baserate,hurdle
"z_2[2,51]",1.0002331758316716,exp2,baserate,hurdle
"z_2[1,52]",1.0002243054154194,exp2,baserate,hurdle
"z_2[2,52]",1.0002866830491828,exp2,baserate,hurdle
"z_2[1,53]",1.000422634999393,exp2,baserate,hurdle
"z_2[2,53]",1.000121642457474,exp2,baserate,hurdle
"z_2[1,54]",1.000457347938587,exp2,baserate,hurdle
"z_2[2,54]",1.000171331711066,exp2,baserate,hurdle
"z_2[1,55]",1.000179659066939,exp2,baserate,hurdle
"z_2[2,55]",1.00004075658177,exp2,baserate,hurdle
"z_2[1,56]",1.000570520311916,exp2,baserate,hurdle
"z_2[2,56]",1.0005111100837922,exp2,baserate,hurdle
"z_2[1,57]",1.000345620158145,exp2,baserate,hurdle
"z_2[2,57]",1.0001080660922395,exp2,baserate,hurdle
"z_2[1,58]",1.0002074570192523,exp2,baserate,hurdle
"z_2[2,58]",1.0001669912618667,exp2,baserate,hurdle
"L_2[1,1]",NA,exp2,baserate,hurdle
"L_2[2,1]",1.0007342358541242,exp2,baserate,hurdle
"L_2[1,2]",NA,exp2,baserate,hurdle
"L_2[2,2]",1.0007687897664128,exp2,baserate,hurdle
