parameter,rhat,experiment,condition,model_name
"r_participant[033,Intercept]",1.0019418918032714,exp1,baserate,contrast
"r_participant[034,Intercept]",1.002280624109775,exp1,baserate,contrast
"r_participant[035,Intercept]",1.0014344460184352,exp1,baserate,contrast
"r_participant[036,Intercept]",1.002120197740831,exp1,baserate,contrast
"r_participant[037,Intercept]",1.0025245586255827,exp1,baserate,contrast
"r_participant[038,Intercept]",1.0021153155426725,exp1,baserate,contrast
"r_participant[039,Intercept]",1.0018998167724036,exp1,baserate,contrast
"r_participant[040,Intercept]",1.0022077085056167,exp1,baserate,contrast
"r_participant[041,Intercept]",1.0012475632174818,exp1,baserate,contrast
"r_participant[042,Intercept]",1.001796043362591,exp1,baserate,contrast
"r_participant[043,Intercept]",1.0020695089789329,exp1,baserate,contrast
"r_participant[044,Intercept]",1.0019753140887675,exp1,baserate,contrast
"r_participant[045,Intercept]",1.0018608181615625,exp1,baserate,contrast
"r_participant[046,Intercept]",1.0018571059251766,exp1,baserate,contrast
"r_participant[047,Intercept]",1.0021966792830417,exp1,baserate,contrast
"r_participant[048,Intercept]",1.0017829109870016,exp1,baserate,contrast
"r_participant[051,Intercept]",1.002009201669569,exp1,baserate,contrast
"r_participant[053,Intercept]",1.0021249547862672,exp1,baserate,contrast
"r_participant[054,Intercept]",1.002092080906833,exp1,baserate,contrast
"r_participant[055,Intercept]",1.0023358622545684,exp1,baserate,contrast
"r_participant[056,Intercept]",1.0019684512402247,exp1,baserate,contrast
"r_participant[057,Intercept]",1.0019552518049193,exp1,baserate,contrast
"r_participant[058,Intercept]",1.0018306290321484,exp1,baserate,contrast
"r_participant[059,Intercept]",1.0020390194945747,exp1,baserate,contrast
"r_participant[060,Intercept]",1.0021231302333276,exp1,baserate,contrast
"r_participant[061,Intercept]",1.002261521521086,exp1,baserate,contrast
"r_participant[062,Intercept]",1.001585193230581,exp1,baserate,contrast
"r_participant[063,Intercept]",1.0019962759503387,exp1,baserate,contrast
"r_participant[001,condpresent]",1.0002692322944526,exp1,baserate,contrast
"r_participant[002,condpresent]",1.0005857517315575,exp1,baserate,contrast
"r_participant[003,condpresent]",1.0003970064771295,exp1,baserate,contrast
"r_participant[004,condpresent]",1.0002210996677792,exp1,baserate,contrast
"r_participant[005,condpresent]",1.0007839481754577,exp1,baserate,contrast
"r_participant[006,condpresent]",1.000424652706953,exp1,baserate,contrast
"r_participant[008,condpresent]",1.0003923477407541,exp1,baserate,contrast
"r_participant[009,condpresent]",1.0006497235079312,exp1,baserate,contrast
"r_participant[010,condpresent]",1.0003854117241298,exp1,baserate,contrast
"r_participant[011,condpresent]",1.000826781792889,exp1,baserate,contrast
"r_participant[012,condpresent]",1.0002960452731993,exp1,baserate,contrast
"r_participant[013,condpresent]",1.0004876584291427,exp1,baserate,contrast
"r_participant[014,condpresent]",1.0004376022449224,exp1,baserate,contrast
"r_participant[015,condpresent]",1.0006015939215545,exp1,baserate,contrast
"r_participant[016,condpresent]",1.000567410855426,exp1,baserate,contrast
"r_participant[017,condpresent]",1.0006055268488099,exp1,baserate,contrast
"r_participant[018,condpresent]",1.000687889316217,exp1,baserate,contrast
"r_participant[019,condpresent]",1.0005209565987332,exp1,baserate,contrast
"r_participant[020,condpresent]",1.0005597550822445,exp1,baserate,contrast
"r_participant[021,condpresent]",1.0009197517736654,exp1,baserate,contrast
"r_participant[022,condpresent]",1.0005127020519802,exp1,baserate,contrast
"r_participant[023,condpresent]",1.000593709853374,exp1,baserate,contrast
"r_participant[024,condpresent]",1.000648148798393,exp1,baserate,contrast
"r_participant[025,condpresent]",1.0002394530133059,exp1,baserate,contrast
"r_participant[026,condpresent]",1.0007526803944486,exp1,baserate,contrast
"r_participant[027,condpresent]",1.0002508340681544,exp1,baserate,contrast
"r_participant[029,condpresent]",1.0005202304718988,exp1,baserate,contrast
"r_participant[030,condpresent]",1.000545331616462,exp1,baserate,contrast
"r_participant[032,condpresent]",1.000854704860616,exp1,baserate,contrast
"r_participant[033,condpresent]",1.0003425989724646,exp1,baserate,contrast
"r_participant[034,condpresent]",1.0005234506761804,exp1,baserate,contrast
"r_participant[035,condpresent]",1.0001924315726656,exp1,baserate,contrast
"r_participant[036,condpresent]",1.0005175270173443,exp1,baserate,contrast
"r_participant[037,condpresent]",1.0006814487924347,exp1,baserate,contrast
"r_participant[038,condpresent]",1.000546227451262,exp1,baserate,contrast
"r_participant[039,condpresent]",1.0005935189664217,exp1,baserate,contrast
"r_participant[040,condpresent]",1.0008860550394698,exp1,baserate,contrast
"r_participant[041,condpresent]",1.0002484320276273,exp1,baserate,contrast
"r_participant[042,condpresent]",1.000536017472913,exp1,baserate,contrast
"r_participant[043,condpresent]",1.0005642767320118,exp1,baserate,contrast
"r_participant[044,condpresent]",1.0005734890724394,exp1,baserate,contrast
"r_participant[045,condpresent]",1.000440457053703,exp1,baserate,contrast
"r_participant[046,condpresent]",1.000323727096599,exp1,baserate,contrast
"r_participant[047,condpresent]",1.0004641849427212,exp1,baserate,contrast
"r_participant[048,condpresent]",1.0003422312672472,exp1,baserate,contrast
"r_participant[051,condpresent]",1.0003531682630464,exp1,baserate,contrast
"r_participant[053,condpresent]",1.000556100896668,exp1,baserate,contrast
"r_participant[054,condpresent]",1.0003727251623258,exp1,baserate,contrast
"r_participant[055,condpresent]",1.0007463591534032,exp1,baserate,contrast
"r_participant[056,condpresent]",1.0003364780294237,exp1,baserate,contrast
"r_participant[057,condpresent]",1.0005263646237677,exp1,baserate,contrast
"r_participant[058,condpresent]",1.0005590538568294,exp1,baserate,contrast
"r_participant[059,condpresent]",1.0006123669223512,exp1,baserate,contrast
"r_participant[060,condpresent]",1.000837222256131,exp1,baserate,contrast
"r_participant[061,condpresent]",1.0003514574466381,exp1,baserate,contrast
"r_participant[062,condpresent]",1.0003670408048437,exp1,baserate,contrast
"r_participant[063,condpresent]",1.0004237277871793,exp1,baserate,contrast
"r_participant__hu[001,Intercept]",1.0003451011815971,exp1,baserate,contrast
"r_participant__hu[002,Intercept]",1.0004600099129737,exp1,baserate,contrast
"r_participant__hu[003,Intercept]",1.0003500753666084,exp1,baserate,contrast
"r_participant__hu[004,Intercept]",1.0004992127538999,exp1,baserate,contrast
"r_participant__hu[005,Intercept]",1.0004211232458793,exp1,baserate,contrast
"r_participant__hu[006,Intercept]",1.000455030708345,exp1,baserate,contrast
"r_participant__hu[008,Intercept]",1.0004910383228023,exp1,baserate,contrast
"r_participant__hu[009,Intercept]",1.000273192900503,exp1,baserate,contrast
"r_participant__hu[010,Intercept]",1.0003841614991094,exp1,baserate,contrast
"r_participant__hu[011,Intercept]",1.0002206978301635,exp1,baserate,contrast
"r_participant__hu[012,Intercept]",1.0003792783734895,exp1,baserate,contrast
"r_participant__hu[013,Intercept]",1.0005388227297307,exp1,baserate,contrast
"r_participant__hu[014,Intercept]",1.000466625898157,exp1,baserate,contrast
"r_participant__hu[015,Intercept]",1.0003699093269174,exp1,baserate,contrast
"r_participant__hu[016,Intercept]",1.0003989499798924,exp1,baserate,contrast
"r_participant__hu[017,Intercept]",1.0005457645773301,exp1,baserate,contrast
"r_participant__hu[018,Intercept]",1.0004379041340647,exp1,baserate,contrast
"r_participant__hu[019,Intercept]",1.0004538290762832,exp1,baserate,contrast
"r_participant__hu[020,Intercept]",1.000387144905413,exp1,baserate,contrast
"r_participant__hu[021,Intercept]",1.0003569020138312,exp1,baserate,contrast
"r_participant__hu[022,Intercept]",1.000268515914235,exp1,baserate,contrast
"r_participant__hu[023,Intercept]",1.0004126939492233,exp1,baserate,contrast
"r_participant__hu[024,Intercept]",1.0004617070081065,exp1,baserate,contrast
"r_participant__hu[025,Intercept]",1.000526735691537,exp1,baserate,contrast
"r_participant__hu[026,Intercept]",1.0003830401697262,exp1,baserate,contrast
"r_participant__hu[027,Intercept]",1.0006815397256843,exp1,baserate,contrast
"r_participant__hu[029,Intercept]",1.0005248267739617,exp1,baserate,contrast
"r_participant__hu[030,Intercept]",1.0002330892010338,exp1,baserate,contrast
"r_participant__hu[032,Intercept]",1.0004772347385698,exp1,baserate,contrast
"r_participant__hu[033,Intercept]",1.0004749458187083,exp1,baserate,contrast
"r_participant__hu[034,Intercept]",1.0004397445190123,exp1,baserate,contrast
"r_participant__hu[035,Intercept]",1.0003460960969577,exp1,baserate,contrast
"r_participant__hu[036,Intercept]",1.0003553749246739,exp1,baserate,contrast
"r_participant__hu[037,Intercept]",1.0002349123583536,exp1,baserate,contrast
"r_participant__hu[038,Intercept]",1.0002965248666817,exp1,baserate,contrast
"r_participant__hu[039,Intercept]",1.0004902787153438,exp1,baserate,contrast
"r_participant__hu[040,Intercept]",1.0005250930465346,exp1,baserate,contrast
"r_participant__hu[041,Intercept]",1.0007188767452277,exp1,baserate,contrast
"r_participant__hu[042,Intercept]",1.0004101263413134,exp1,baserate,contrast
"r_participant__hu[043,Intercept]",1.0004069796533588,exp1,baserate,contrast
"r_participant__hu[044,Intercept]",1.0004080129231023,exp1,baserate,contrast
"r_participant__hu[045,Intercept]",1.000476591415281,exp1,baserate,contrast
"r_participant__hu[046,Intercept]",1.0003803064878205,exp1,baserate,contrast
"r_participant__hu[047,Intercept]",1.0004548967414764,exp1,baserate,contrast
"r_participant__hu[048,Intercept]",1.0003845633750383,exp1,baserate,contrast
"r_participant__hu[051,Intercept]",1.0004894268466158,exp1,baserate,contrast
"r_participant__hu[053,Intercept]",1.0003125240827053,exp1,baserate,contrast
"r_participant__hu[054,Intercept]",1.00037951524805,exp1,baserate,contrast
"r_participant__hu[055,Intercept]",1.0004798327258946,exp1,baserate,contrast
"r_participant__hu[056,Intercept]",1.000383864009921,exp1,baserate,contrast
"r_participant__hu[057,Intercept]",1.0005653110684953,exp1,baserate,contrast
"r_participant__hu[058,Intercept]",1.000489746878764,exp1,baserate,contrast
"r_participant__hu[059,Intercept]",1.0003494071572692,exp1,baserate,contrast
"r_participant__hu[060,Intercept]",1.0003707867107259,exp1,baserate,contrast
"r_participant__hu[061,Intercept]",1.0004602087854517,exp1,baserate,contrast
"r_participant__hu[062,Intercept]",1.000413512894521,exp1,baserate,contrast
"r_participant__hu[063,Intercept]",1.0004319212537613,exp1,baserate,contrast
lprior,1.0008282310511398,exp1,baserate,contrast
lp__,1.000719904205658,exp1,baserate,contrast
"z_1[1,1]",1.001673538930105,exp1,baserate,contrast
"z_1[2,1]",1.0004083735509393,exp1,baserate,contrast
"z_1[1,2]",1.0015237468788414,exp1,baserate,contrast
"z_1[2,2]",1.0005324217019358,exp1,baserate,contrast
"z_1[1,3]",1.001812126791865,exp1,baserate,contrast
"z_1[2,3]",1.0004304778705202,exp1,baserate,contrast
"z_1[1,4]",1.0008270026750719,exp1,baserate,contrast
"z_1[2,4]",1.000314690602859,exp1,baserate,contrast
"z_1[1,5]",1.0021785874711353,exp1,baserate,contrast
"z_1[2,5]",1.0005668890209218,exp1,baserate,contrast
"z_1[1,6]",1.001675329907387,exp1,baserate,contrast
"z_1[2,6]",1.000249389591788,exp1,baserate,contrast
"z_1[1,7]",1.0015399581610505,exp1,baserate,contrast
"z_1[2,7]",1.0003088963874103,exp1,baserate,contrast
"z_1[1,8]",1.0021002266445824,exp1,baserate,contrast
"z_1[2,8]",1.0003525191893317,exp1,baserate,contrast
"z_1[1,9]",1.0016058622903763,exp1,baserate,contrast
"z_1[2,9]",1.000183401592706,exp1,baserate,contrast
"z_1[1,10]",1.002254649242185,exp1,baserate,contrast
"z_1[2,10]",1.0005960538808656,exp1,baserate,contrast
"z_1[1,11]",1.0015724887369837,exp1,baserate,contrast
"z_1[2,11]",1.0003669708909133,exp1,baserate,contrast
"z_1[1,12]",1.0022968790265148,exp1,baserate,contrast
"z_1[2,12]",1.0003488499935902,exp1,baserate,contrast
"z_1[1,13]",1.001451504816031,exp1,baserate,contrast
"z_1[2,13]",1.0004088472899002,exp1,baserate,contrast
"z_1[1,14]",1.0020436800564703,exp1,baserate,contrast
"z_1[2,14]",1.000478051947591,exp1,baserate,contrast
"z_1[1,15]",1.0020461870767552,exp1,baserate,contrast
"z_1[2,15]",1.000258064813831,exp1,baserate,contrast
"z_1[1,16]",1.0017266953640258,exp1,baserate,contrast
"z_1[2,16]",1.000454278176742,exp1,baserate,contrast
"z_1[1,17]",1.0021561259576572,exp1,baserate,contrast
"z_1[2,17]",1.0005498666616364,exp1,baserate,contrast
"z_1[1,18]",1.001751937463838,exp1,baserate,contrast
"z_1[2,18]",1.0004346263900237,exp1,baserate,contrast
"z_1[1,19]",1.0019707055533231,exp1,baserate,contrast
"z_1[2,19]",1.000316995552274,exp1,baserate,contrast
"z_1[1,20]",1.0022756037708815,exp1,baserate,contrast
"z_1[2,20]",1.0005700890374822,exp1,baserate,contrast
"z_1[1,21]",1.002167227580454,exp1,baserate,contrast
"z_1[2,21]",1.0004787253668834,exp1,baserate,contrast
"z_1[1,22]",1.001870975370953,exp1,baserate,contrast
"z_1[2,22]",1.0004486016578642,exp1,baserate,contrast
"z_1[1,23]",1.0019464496268582,exp1,baserate,contrast
"z_1[2,23]",1.0005069719919186,exp1,baserate,contrast
"z_1[1,24]",1.001361728852382,exp1,baserate,contrast
"z_1[2,24]",1.0001930789671962,exp1,baserate,contrast
"z_1[1,25]",1.0016602917277382,exp1,baserate,contrast
"z_1[2,25]",1.0005450050917557,exp1,baserate,contrast
"z_1[1,26]",1.0010295325679421,exp1,baserate,contrast
"z_1[2,26]",1.0001652389785096,exp1,baserate,contrast
"z_1[1,27]",1.00153458288319,exp1,baserate,contrast
"z_1[2,27]",1.0005309849809765,exp1,baserate,contrast
"z_1[1,28]",1.0017356841603087,exp1,baserate,contrast
"z_1[2,28]",1.0005824713517604,exp1,baserate,contrast
"z_1[1,29]",1.002375170108592,exp1,baserate,contrast
"z_1[2,29]",1.0005133935100863,exp1,baserate,contrast
"z_1[1,30]",1.0018587536206627,exp1,baserate,contrast
"z_1[2,30]",1.0002426896824688,exp1,baserate,contrast
"z_1[1,31]",1.0022796158819576,exp1,baserate,contrast
"z_1[2,31]",1.0003439993329313,exp1,baserate,contrast
"z_1[1,32]",1.0014436193878336,exp1,baserate,contrast
"z_1[2,32]",1.0001707503364896,exp1,baserate,contrast
"z_1[1,33]",1.0016920627682215,exp1,baserate,contrast
"z_1[2,33]",1.0004983043094355,exp1,baserate,contrast
"z_1[1,34]",1.0024767855076584,exp1,baserate,contrast
"z_1[2,34]",1.0004819732853998,exp1,baserate,contrast
"z_1[1,35]",1.0020731905719034,exp1,baserate,contrast
"z_1[2,35]",1.0004623935234338,exp1,baserate,contrast
"z_1[1,36]",1.0019190097599517,exp1,baserate,contrast
"z_1[2,36]",1.0004658487490163,exp1,baserate,contrast
"z_1[1,37]",1.002257660572326,exp1,baserate,contrast
"z_1[2,37]",1.000727273846755,exp1,baserate,contrast
"z_1[1,38]",1.0012975294692665,exp1,baserate,contrast
"z_1[2,38]",1.0001716637394316,exp1,baserate,contrast
"z_1[1,39]",1.001770744050101,exp1,baserate,contrast
"z_1[2,39]",1.000322503514763,exp1,baserate,contrast
"z_1[1,40]",1.0019190008855001,exp1,baserate,contrast
"z_1[2,40]",1.0004706613476861,exp1,baserate,contrast
"z_1[1,41]",1.0020090035079854,exp1,baserate,contrast
"z_1[2,41]",1.0004461148612571,exp1,baserate,contrast
"z_1[1,42]",1.001782768314263,exp1,baserate,contrast
"z_1[2,42]",1.0002750093779906,exp1,baserate,contrast
"z_1[1,43]",1.001706362413267,exp1,baserate,contrast
"z_1[2,43]",1.00027216211989,exp1,baserate,contrast
"z_1[1,44]",1.00210088378838,exp1,baserate,contrast
"z_1[2,44]",1.0005252362902821,exp1,baserate,contrast
"z_1[1,45]",1.001773688722944,exp1,baserate,contrast
"z_1[2,45]",1.0003942440898226,exp1,baserate,contrast
"z_1[1,46]",1.0019664264998738,exp1,baserate,contrast
"z_1[2,46]",1.000250440425762,exp1,baserate,contrast
"z_1[1,47]",1.002048681916051,exp1,baserate,contrast
"z_1[2,47]",1.0004290819436816,exp1,baserate,contrast
"z_1[1,48]",1.0020653787366975,exp1,baserate,contrast
"z_1[2,48]",1.0002783462316365,exp1,baserate,contrast
"z_1[1,49]",1.0022831676629003,exp1,baserate,contrast
"z_1[2,49]",1.0006104991873872,exp1,baserate,contrast
"z_1[1,50]",1.0019708768731932,exp1,baserate,contrast
"z_1[2,50]",1.000238215866087,exp1,baserate,contrast
"z_1[1,51]",1.0018317972020296,exp1,baserate,contrast
"z_1[2,51]",1.0003215232018234,exp1,baserate,contrast
"z_1[1,52]",1.0018077123504008,exp1,baserate,contrast
"z_1[2,52]",1.00054244189801,exp1,baserate,contrast
"z_1[1,53]",1.0020041629095773,exp1,baserate,contrast
"z_1[2,53]",1.0003704101669801,exp1,baserate,contrast
"z_1[1,54]",1.0020476042109676,exp1,baserate,contrast
"z_1[2,54]",1.0003958931679828,exp1,baserate,contrast
"z_1[1,55]",1.002123757148453,exp1,baserate,contrast
"z_1[2,55]",1.0001796584974485,exp1,baserate,contrast
"z_1[1,56]",1.0015124408630918,exp1,baserate,contrast
"z_1[2,56]",1.0001974332756152,exp1,baserate,contrast
"z_1[1,57]",1.0020223644324937,exp1,baserate,contrast
"z_1[2,57]",1.000349787878066,exp1,baserate,contrast
"L_1[1,1]",NA,exp1,baserate,contrast
"L_1[2,1]",1.0007160515675968,exp1,baserate,contrast
"L_1[1,2]",NA,exp1,baserate,contrast
"L_1[2,2]",1.000713216609382,exp1,baserate,contrast
"z_2[1,1]",1.0004499271700407,exp1,baserate,contrast
"z_2[1,2]",1.0005001891173817,exp1,baserate,contrast
"z_2[1,3]",1.0003709912181178,exp1,baserate,contrast
"z_2[1,4]",1.000665390976638,exp1,baserate,contrast
"z_2[1,5]",1.0003686870679749,exp1,baserate,contrast
"z_2[1,6]",1.0005046845056176,exp1,baserate,contrast
"z_2[1,7]",1.0005364474597607,exp1,baserate,contrast
"z_2[1,8]",1.0001123990345098,exp1,baserate,contrast
"z_2[1,9]",1.0004825884636972,exp1,baserate,contrast
"z_2[1,10]",1.0003281566643882,exp1,baserate,contrast
"z_2[1,11]",1.0004588013107871,exp1,baserate,contrast
"z_2[1,12]",1.0002327894450491,exp1,baserate,contrast
"z_2[1,13]",1.0005771273297068,exp1,baserate,contrast
"z_2[1,14]",1.000288857968486,exp1,baserate,contrast
"z_2[1,15]",1.000250616534054,exp1,baserate,contrast
"z_2[1,16]",1.0005412379598932,exp1,baserate,contrast
"z_2[1,17]",1.0002546059159487,exp1,baserate,contrast
"z_2[1,18]",1.0005010118388724,exp1,baserate,contrast
"z_2[1,19]",1.0002943924104595,exp1,baserate,contrast
"z_2[1,20]",1.0003352150989857,exp1,baserate,contrast
"z_2[1,21]",1.0003234912131684,exp1,baserate,contrast
"z_2[1,22]",1.000498070322872,exp1,baserate,contrast
"z_2[1,23]",1.000536049256232,exp1,baserate,contrast
"z_2[1,24]",1.0006274264249997,exp1,baserate,contrast
"z_2[1,25]",1.0004062372569282,exp1,baserate,contrast
"z_2[1,26]",1.000751321883392,exp1,baserate,contrast
"z_2[1,27]",1.0006624958549677,exp1,baserate,contrast
"z_2[1,28]",1.0004292864687794,exp1,baserate,contrast
"z_2[1,29]",1.000349202633788,exp1,baserate,contrast
"z_2[1,30]",1.000491938737084,exp1,baserate,contrast
"z_2[1,31]",1.0002453774787754,exp1,baserate,contrast
"z_2[1,32]",1.0003816624030921,exp1,baserate,contrast
"z_2[1,33]",1.00040732640022,exp1,baserate,contrast
"z_2[1,34]",1.0001146923529078,exp1,baserate,contrast
"z_2[1,35]",1.0002711305323368,exp1,baserate,contrast
"z_2[1,36]",1.0006055399966172,exp1,baserate,contrast
"z_2[1,37]",1.0005379550074183,exp1,baserate,contrast
"z_2[1,38]",1.0007533370573534,exp1,baserate,contrast
"z_2[1,39]",1.0002968142992759,exp1,baserate,contrast
"z_2[1,40]",1.0003187832582425,exp1,baserate,contrast
"z_2[1,41]",1.000435859482598,exp1,baserate,contrast
"z_2[1,42]",1.0005806267792856,exp1,baserate,contrast
"z_2[1,43]",1.0003757419692032,exp1,baserate,contrast
"z_2[1,44]",1.0003232780265423,exp1,baserate,contrast
"z_2[1,45]",1.0004606612538953,exp1,baserate,contrast
"z_2[1,46]",1.000551022913977,exp1,baserate,contrast
"z_2[1,47]",1.0001426644136044,exp1,baserate,contrast
"z_2[1,48]",1.0002745552909253,exp1,baserate,contrast
"z_2[1,49]",1.000431937448616,exp1,baserate,contrast
"z_2[1,50]",1.0005032560211113,exp1,baserate,contrast
"z_2[1,51]",1.0005108075050653,exp1,baserate,contrast
"z_2[1,52]",1.0005301748769049,exp1,baserate,contrast
"z_2[1,53]",1.0004769969836174,exp1,baserate,contrast
"z_2[1,54]",1.0004885538396229,exp1,baserate,contrast
"z_2[1,55]",1.0005584558059555,exp1,baserate,contrast
"z_2[1,56]",1.0005377331628784,exp1,baserate,contrast
"z_2[1,57]",1.0003268129566583,exp1,baserate,contrast
